Sample	Chromosome	Start	End	N_Probes	CN
EW8_BONE	20	69408	24758596	10684	2
EW8_BONE	20	24759693	30165127	360	3
EW8_BONE	20	30168636	62911343	11393	4
EW8_BONE	21	14595264	28280351	4838	4
EW8_BONE	21	28284150	37929312	3485	4
EW8_BONE	21	37933178	48084820	3953	4
EW8_BONE	22	16061342	29681216	3988	2
EW8_BONE	22	29688632	51199978	7163	3
EWS502_BONE	1	564621	40775229	10822	4
EWS502_BONE	1	40799427	72759524	10194	4
EWS502_BONE	1	72811904	112688311	12264	4
EWS502_BONE	1	112706062	144549929	2498	4
EWS502_BONE	1	144869084	196711067	15485	4
EWS502_BONE	1	196823613	222366668	9133	4
EWS502_BONE	1	222389246	249198692	9566	5
EWS502_BONE	2	21833	37742758	13771	4
EWS502_BONE	2	37748084	58390547	7909	2
EWS502_BONE	2	58394543	129638961	18070	4
EWS502_BONE	2	129646448	208350754	21656	4
EWS502_BONE	2	208368514	243048760	11169	4
EWS502_BONE	3	70895	8821804	4700	3
EWS502_BONE	3	8825908	8858201	19	5
EWS502_BONE	3	8873397	70693650	20801	3
EWS502_BONE	3	70695594	84101263	3761	4
EWS502_BONE	3	84127821	84689134	103	4
EWS502_BONE	3	84720982	90283951	1137	4
EWS502_BONE	3	93543006	148478223	15254	2
EWS502_BONE	3	148480506	162122771	3848	4
EWS502_BONE	3	162144488	163653428	321	5
EWS502_BONE	3	163662424	197833758	9634	5
EWS502_BONE	4	69713	9456977	2845	4
EWS502_BONE	4	9529130	56980231	14218	3
EWS502_BONE	4	56985359	60459349	1163	5
EWS502_BONE	4	60477515	60512343	17	3
EWS502_BONE	4	60530463	61240227	197	5
EWS502_BONE	4	61249881	62361459	304	7
EWS502_BONE	4	62380911	69220383	1827	2
EWS502_BONE	4	69591612	75640110	1575	2
EWS502_BONE	4	75651023	190921709	32658	2
EWS502_BONE	5	51455	15720478	6805	4
EWS502_BONE	5	15723346	49958221	8539	4
EWS502_BONE	5	49992430	50910351	209	6
EWS502_BONE	5	50920764	145039220	27326	2
EWS502_BONE	5	145040169	150199238	1849	3
EWS502_BONE	5	150223387	180692833	10739	2
EWS502_BONE	6	203845	15378728	6806	3
EWS502_BONE	6	15382780	15650884	101	2
EWS502_BONE	6	15668661	103734174	26043	3
EWS502_BONE	6	103765670	118350310	4248	3
EWS502_BONE	6	118363789	118536165	74	5
EWS502_BONE	6	118539815	119104706	161	3
EWS502_BONE	6	119110325	119352714	39	4
EWS502_BONE	6	119353018	119935496	197	2
EWS502_BONE	6	119943401	120721981	190	4
EWS502_BONE	6	120726829	121208345	139	2
EWS502_BONE	6	121218280	121730404	136	4
EWS502_BONE	6	121741351	122814781	267	3
EWS502_BONE	6	122832202	123287303	127	4
EWS502_BONE	6	123290902	170918031	16495	2
EWS502_BONE	7	44408	39077397	14707	3
EWS502_BONE	7	39081494	54373148	5195	3
EWS502_BONE	7	54397486	159119220	26193	3
EWS502_BONE	8	164984	27282063	13775	4
EWS502_BONE	8	27288033	27455114	86	3
EWS502_BONE	8	27458104	61812553	8499	4
EWS502_BONE	8	61818964	146293414	25418	6
EWS502_BONE	9	59985	16353609	8396	2
EWS502_BONE	9	16355626	16895897	261	1
EWS502_BONE	9	16897685	26034314	3616	2
EWS502_BONE	9	26037974	69827539	4452	2
EWS502_BONE	9	70987821	98248387	9603	4
EWS502_BONE	9	98256235	106566497	2683	4
EWS502_BONE	9	106593860	125165794	7595	4
EWS502_BONE	9	125177491	125340951	82	5
EWS502_BONE	9	125362759	141071475	3913	4
EWS502_BONE	10	135656	17777536	8523	2
EWS502_BONE	10	18230259	46215766	8449	2
EWS502_BONE	10	46977566	89657150	13924	2
EWS502_BONE	10	89682833	90561945	322	1
EWS502_BONE	10	90565864	135434551	16031	2
EWS502_BONE	11	206767	18940322	6829	2
EWS502_BONE	11	18951137	46073113	9995	2
EWS502_BONE	11	46086727	123329729	22047	3
EWS502_BONE	11	123332621	124890396	617	2
EWS502_BONE	11	124891095	134944770	4182	3
EWS502_BONE	12	192220	31278031	11060	4
EWS502_BONE	12	31297871	31402690	48	6
EWS502_BONE	12	31406809	34230940	907	4
EWS502_BONE	12	34244929	133777645	29746	4
EWS502_BONE	13	19212262	33756903	5873	2
EWS502_BONE	13	33758085	41533052	2987	5
EWS502_BONE	13	41538259	49531551	2881	3
EWS502_BONE	13	49544662	57749719	1995	3
EWS502_BONE	13	57803185	115106996	19722	3
EWS502_BONE	14	20224003	38542924	6021	2
EWS502_BONE	14	38556242	38639422	36	1
EWS502_BONE	14	38643902	107285437	21482	2
EWS502_BONE	15	20143409	50848370	8224	3
EWS502_BONE	15	50848382	50957625	32	2
EWS502_BONE	15	50979420	82580736	9993	3
EWS502_BONE	15	83221392	102400037	7249	4
EWS502_BONE	16	91010	22704520	8049	3
EWS502_BONE	16	22712979	34739571	2366	4
EWS502_BONE	16	34757071	90163275	16614	4
EWS502_BONE	17	6888	44162597	10280	3
EWS502_BONE	17	44165803	44353885	48	5
EWS502_BONE	17	44789285	76713923	8899	3
EWS502_BONE	17	76720809	81049726	928	4
EWS502_BONE	18	100949	42952496	13061	3
EWS502_BONE	18	42954443	78015057	12947	4
EWS502_BONE	19	260970	36610190	6798	3
EWS502_BONE	19	36611261	46307406	1668	2
EWS502_BONE	19	46313758	56379514	2295	3
EWS502_BONE	19	56382836	59095126	801	3
EWS502_BONE	20	69408	62912463	22437	3
EWS502_BONE	21	14595264	48084820	12279	4
EWS502_BONE	22	16055207	25682780	2220	4
EWS502_BONE	22	25712173	25915850	69	6
EWS502_BONE	22	25916386	46827038	6957	3
EWS502_BONE	22	46843430	48691715	919	2
EWS502_BONE	22	48694866	51199978	986	3
G402_SOFT_TISSUE	1	564621	41343061	10976	2
G402_SOFT_TISSUE	1	41346428	41374443	12	3
G402_SOFT_TISSUE	1	41383724	249198692	59020	2
G402_SOFT_TISSUE	2	21833	56716894	21153	3
G402_SOFT_TISSUE	2	56733863	56746524	20	4
G402_SOFT_TISSUE	2	56750209	234657983	48593	3
G402_SOFT_TISSUE	2	234662263	243048760	2847	3
G402_SOFT_TISSUE	3	70895	60576769	21207	2
G402_SOFT_TISSUE	3	60579957	60648069	45	1
G402_SOFT_TISSUE	3	60654169	76839351	6441	2
G402_SOFT_TISSUE	3	76849447	77127014	83	1
G402_SOFT_TISSUE	3	77150163	86088197	1926	2
G402_SOFT_TISSUE	3	86096891	86119606	11	1
G402_SOFT_TISSUE	3	86128563	87534447	343	2
G402_SOFT_TISSUE	3	87549750	115597909	6100	2
G402_SOFT_TISSUE	3	115605144	115789995	58	1
G402_SOFT_TISSUE	3	115807587	116189829	121	2
G402_SOFT_TISSUE	3	116204301	116659044	199	1
G402_SOFT_TISSUE	3	116667928	116695553	13	2
G402_SOFT_TISSUE	3	116695998	116822111	63	1
G402_SOFT_TISSUE	3	116823483	116881714	32	2
G402_SOFT_TISSUE	3	116886656	116922745	19	1
G402_SOFT_TISSUE	3	116933851	173228796	15827	2
G402_SOFT_TISSUE	3	173250261	173289599	10	3
G402_SOFT_TISSUE	3	173301037	173953923	243	2
G402_SOFT_TISSUE	3	173958676	174107202	58	3
G402_SOFT_TISSUE	3	174108542	187903562	3869	2
G402_SOFT_TISSUE	3	187909138	187977798	29	1
G402_SOFT_TISSUE	3	187979733	192874747	1758	2
G402_SOFT_TISSUE	3	192886747	197833758	1155	2
G402_SOFT_TISSUE	4	69713	10210390	3147	2
G402_SOFT_TISSUE	4	10236142	12644462	1087	2
G402_SOFT_TISSUE	4	12657044	69220383	16351	2
G402_SOFT_TISSUE	4	69591612	115171250	12613	2
G402_SOFT_TISSUE	4	115188501	134203575	4822	2
G402_SOFT_TISSUE	4	134223090	190921709	16841	2
G402_SOFT_TISSUE	5	51455	14763786	6558	2
G402_SOFT_TISSUE	5	14770753	14816622	14	3
G402_SOFT_TISSUE	5	14831426	103849453	23568	2
G402_SOFT_TISSUE	5	103878652	106230898	494	2
G402_SOFT_TISSUE	5	106255758	180692833	24881	2
G402_SOFT_TISSUE	6	203845	95181217	30738	2
G402_SOFT_TISSUE	6	95197387	162496788	20875	2
G402_SOFT_TISSUE	6	162507690	162712347	83	1
G402_SOFT_TISSUE	6	162726827	170918031	3371	2
G402_SOFT_TISSUE	7	44408	126324030	36182	2
G402_SOFT_TISSUE	7	126324176	133107639	1947	2
G402_SOFT_TISSUE	7	133116871	133147074	10	1
G402_SOFT_TISSUE	7	133154356	146501346	3836	2
G402_SOFT_TISSUE	7	146516323	146787445	93	1
G402_SOFT_TISSUE	7	146795857	146920089	28	2
G402_SOFT_TISSUE	7	146923861	146955688	12	1
G402_SOFT_TISSUE	7	146963098	159116965	4016	2
G402_SOFT_TISSUE	8	164984	8094763	4850	2
G402_SOFT_TISSUE	8	8108568	19507670	5773	2
G402_SOFT_TISSUE	8	19508539	146293414	37191	2
G402_SOFT_TISSUE	9	59985	9176870	5170	2
G402_SOFT_TISSUE	9	9180827	9380781	105	2
G402_SOFT_TISSUE	9	9385717	9633427	151	1
G402_SOFT_TISSUE	9	9637189	11958106	986	2
G402_SOFT_TISSUE	9	11967011	12067914	37	1
G402_SOFT_TISSUE	9	12071041	68324147	10290	2
G402_SOFT_TISSUE	9	70987821	141071475	23900	2
G402_SOFT_TISSUE	10	135656	56076760	19694	2
G402_SOFT_TISSUE	10	56085172	56296323	85	1
G402_SOFT_TISSUE	10	56302374	56344479	20	0
G402_SOFT_TISSUE	10	56350158	56411916	24	1
G402_SOFT_TISSUE	10	56428263	78227689	6909	2
G402_SOFT_TISSUE	10	78262182	81248584	1375	2
G402_SOFT_TISSUE	10	81626662	110960027	9495	2
G402_SOFT_TISSUE	10	110968020	135434551	9696	2
G402_SOFT_TISSUE	11	206767	79971104	23621	2
G402_SOFT_TISSUE	11	79972933	79983340	13	1
G402_SOFT_TISSUE	11	79988228	134944770	20060	2
G402_SOFT_TISSUE	12	192220	133777645	41765	2
G402_SOFT_TISSUE	13	19212262	53046836	12596	2
G402_SOFT_TISSUE	13	53152135	72804799	5473	2
G402_SOFT_TISSUE	13	72813062	115106996	15413	2
G402_SOFT_TISSUE	14	20224003	45174100	7841	2
G402_SOFT_TISSUE	14	45182148	45223590	16	1
G402_SOFT_TISSUE	14	45232676	107285437	19700	2
G402_SOFT_TISSUE	15	20143409	94937370	22555	2
G402_SOFT_TISSUE	15	94939663	96752941	758	2
G402_SOFT_TISSUE	15	96757477	96858409	65	1
G402_SOFT_TISSUE	15	96878437	102400037	2132	2
G402_SOFT_TISSUE	16	91010	34486860	10390	2
G402_SOFT_TISSUE	16	34530586	34757071	27	3
G402_SOFT_TISSUE	16	34760967	90163275	16615	2
G402_SOFT_TISSUE	17	6888	30361629	6758	2
G402_SOFT_TISSUE	17	30436643	34436708	1577	2
G402_SOFT_TISSUE	17	34443800	34477480	14	1
G402_SOFT_TISSUE	17	34816256	44166604	1938	2
G402_SOFT_TISSUE	17	44180954	44292126	39	3
G402_SOFT_TISSUE	17	44351285	81049726	9835	2
G402_SOFT_TISSUE	18	100949	51054765	16049	2
G402_SOFT_TISSUE	18	51056915	63721579	4355	2
G402_SOFT_TISSUE	18	63732807	78015057	5624	2
G402_SOFT_TISSUE	19	260970	59095126	11565	2
G402_SOFT_TISSUE	20	69408	62912463	22451	2
G402_SOFT_TISSUE	21	10971566	48084820	12285	2
G402_SOFT_TISSUE	22	16055207	22734158	1485	2
G402_SOFT_TISSUE	22	22769923	51199978	9681	2
HCC44_LUNG	1	564621	8663821	2263	6
HCC44_LUNG	1	8685037	61355397	14784	4
HCC44_LUNG	1	61359395	119340840	18305	4
HCC44_LUNG	1	119369819	156001346	2238	6
HCC44_LUNG	1	156025096	187715194	11132	4
HCC44_LUNG	1	187724610	199106728	3091	4
HCC44_LUNG	1	199114747	249198692	18148	4
HCC44_LUNG	2	21833	31590697	11580	4
HCC44_LUNG	2	31590917	89130009	18914	4
HCC44_LUNG	2	89894182	98020523	196	4
HCC44_LUNG	2	98175863	106146307	2283	3
HCC44_LUNG	2	106152995	143438507	11001	3
HCC44_LUNG	2	143448194	203880992	16028	3
HCC44_LUNG	2	203905718	243048760	12579	3
HCC44_LUNG	3	70895	23975608	9932	4
HCC44_LUNG	3	23982330	31081698	2749	4
HCC44_LUNG	3	31089048	60527479	8483	4
HCC44_LUNG	3	60531242	84689134	8232	4
HCC44_LUNG	3	84720982	98936627	2241	5
HCC44_LUNG	3	98950964	125650045	7670	4
HCC44_LUNG	3	125680500	197833758	20292	5
HCC44_LUNG	4	69713	9456977	2846	3
HCC44_LUNG	4	9529130	32742157	8322	3
HCC44_LUNG	4	32751999	49584109	4655	4
HCC44_LUNG	4	52696792	53959626	291	5
HCC44_LUNG	4	53983710	72707821	5279	4
HCC44_LUNG	4	72708108	183567188	30988	3
HCC44_LUNG	4	183572352	190921709	2466	3
HCC44_LUNG	5	51455	1391161	231	11
HCC44_LUNG	5	1395077	4250053	1550	9
HCC44_LUNG	5	4256252	4456841	108	7
HCC44_LUNG	5	4467952	7083536	1399	9
HCC44_LUNG	5	7086039	11092470	1968	11
HCC44_LUNG	5	11095315	11558859	248	5
HCC44_LUNG	5	11564367	12785251	326	12
HCC44_LUNG	5	12824411	13391808	139	11
HCC44_LUNG	5	13393043	15330092	738	13
HCC44_LUNG	5	15333012	18565245	993	11
HCC44_LUNG	5	18568081	21801317	750	14
HCC44_LUNG	5	21802532	22996240	249	10
HCC44_LUNG	5	23000050	23788151	250	6
HCC44_LUNG	5	23797589	24247673	89	8
HCC44_LUNG	5	24259593	25103612	219	5
HCC44_LUNG	5	25122098	25450175	66	7
HCC44_LUNG	5	25451819	25497919	19	9
HCC44_LUNG	5	25516284	39453532	4551	5
HCC44_LUNG	5	39454625	39574275	45	12
HCC44_LUNG	5	39580828	46251306	1360	5
HCC44_LUNG	5	46278212	59018067	3117	4
HCC44_LUNG	5	59022894	59191612	51	6
HCC44_LUNG	5	59193517	150177097	26288	4
HCC44_LUNG	5	150223387	180692833	10740	4
HCC44_LUNG	6	203845	34714209	13793	5
HCC44_LUNG	6	34714322	53924697	6174	4
HCC44_LUNG	6	53938311	92691976	9948	4
HCC44_LUNG	6	92694843	95673164	922	3
HCC44_LUNG	6	95836160	153943533	17632	5
HCC44_LUNG	6	153967777	170918031	6575	4
HCC44_LUNG	7	44408	6898240	1729	5
HCC44_LUNG	7	6929662	22892011	6831	5
HCC44_LUNG	7	22899109	23138474	74	8
HCC44_LUNG	7	23140624	57528311	12018	5
HCC44_LUNG	7	57536773	63807332	241	5
HCC44_LUNG	7	63819849	70419818	1459	5
HCC44_LUNG	7	70428243	133770607	15919	5
HCC44_LUNG	7	133806244	159119220	7822	5
HCC44_LUNG	8	164984	43679530	18312	3
HCC44_LUNG	8	43762681	68541850	5676	4
HCC44_LUNG	8	68561439	72540015	1269	4
HCC44_LUNG	8	72552201	73130333	257	5
HCC44_LUNG	8	73132761	73878129	287	8
HCC44_LUNG	8	73882861	74156494	119	11
HCC44_LUNG	8	74172076	115412625	10759	3
HCC44_LUNG	8	115423582	115551815	38	4
HCC44_LUNG	8	115563221	117135529	441	3
HCC44_LUNG	8	117157763	117521293	107	5
HCC44_LUNG	8	117535199	125299784	2791	3
HCC44_LUNG	8	125305582	125905680	224	4
HCC44_LUNG	8	125927906	128066018	819	3
HCC44_LUNG	8	128067300	129690209	737	26
HCC44_LUNG	8	129697564	129832156	37	8
HCC44_LUNG	8	129842198	131387248	486	3
HCC44_LUNG	8	131391018	131614443	87	5
HCC44_LUNG	8	131616893	146293414	5362	3
HCC44_LUNG	9	59985	70987821	16730	4
HCC44_LUNG	9	71013800	141071475	23893	5
HCC44_LUNG	10	135656	17777536	8534	3
HCC44_LUNG	10	18230259	42433540	7298	4
HCC44_LUNG	10	42469894	47136996	1168	4
HCC44_LUNG	10	47546130	47742076	62	6
HCC44_LUNG	10	48318619	51818485	943	4
HCC44_LUNG	10	52000536	67291368	5430	4
HCC44_LUNG	10	67292528	99072507	10472	4
HCC44_LUNG	10	99088682	99412677	86	2
HCC44_LUNG	10	99422282	99713117	90	4
HCC44_LUNG	10	99721466	101690415	663	2
HCC44_LUNG	10	101702452	135434551	12545	4
HCC44_LUNG	11	206767	118405835	37082	4
HCC44_LUNG	11	118413118	118556398	22	6
HCC44_LUNG	11	118565360	134944770	6574	4
HCC44_LUNG	12	192220	9626772	3302	4
HCC44_LUNG	12	9735686	45899504	10996	4
HCC44_LUNG	12	45925755	56124048	2762	4
HCC44_LUNG	12	56131052	90482636	9736	5
HCC44_LUNG	12	90493557	96434828	2111	4
HCC44_LUNG	12	96437554	133777645	12848	3
HCC44_LUNG	13	19212262	53046836	12593	4
HCC44_LUNG	13	53152135	72476988	5289	5
HCC44_LUNG	13	72486797	115106996	15589	4
HCC44_LUNG	14	20224003	21146584	332	6
HCC44_LUNG	14	21150108	21256176	71	8
HCC44_LUNG	14	21256923	73990117	16500	6
HCC44_LUNG	14	74066812	107285437	10654	6
HCC44_LUNG	15	20143409	59802608	11362	3
HCC44_LUNG	15	59809557	59920061	40	4
HCC44_LUNG	15	59921068	97763216	12256	3
HCC44_LUNG	15	97764104	102400037	1849	6
HCC44_LUNG	16	91010	34814487	10430	3
HCC44_LUNG	16	34822371	55795214	3040	5
HCC44_LUNG	16	55853059	78159277	6719	5
HCC44_LUNG	16	78167658	78419958	141	2
HCC44_LUNG	16	78422926	78505948	74	4
HCC44_LUNG	16	78505992	90163275	6626	5
HCC44_LUNG	17	6888	16662914	5200	4
HCC44_LUNG	17	16735532	26775741	1063	5
HCC44_LUNG	17	26789271	39407981	3099	5
HCC44_LUNG	17	39433473	81049726	10801	5
HCC44_LUNG	18	100949	7339604	2922	6
HCC44_LUNG	18	7349616	25915140	4977	5
HCC44_LUNG	18	25923362	31632648	1707	6
HCC44_LUNG	18	31645379	62205177	10322	4
HCC44_LUNG	18	62218000	72723196	3975	4
HCC44_LUNG	18	72728955	73897829	656	5
HCC44_LUNG	18	73908039	78015057	1459	4
HCC44_LUNG	19	260970	24087402	4136	4
HCC44_LUNG	19	24094034	28087377	77	6
HCC44_LUNG	19	28141689	59095126	7346	5
HCC44_LUNG	20	69408	34976237	11982	5
HCC44_LUNG	20	35001278	49843902	5123	3
HCC44_LUNG	20	49847995	62912463	5346	8
HCC44_LUNG	21	14595264	42382478	10321	4
HCC44_LUNG	21	42387275	48084820	1952	4
HCC44_LUNG	22	16055207	38719962	7056	3
HCC44_LUNG	22	38741793	38878207	32	5
HCC44_LUNG	22	38879010	51199978	4071	3
HS294T_SKIN	1	740857	28729564	7643	2
HS294T_SKIN	1	28813922	41383724	3333	3
HS294T_SKIN	1	41383838	55723441	3589	3
HS294T_SKIN	1	55729368	72759524	6436	3
HS294T_SKIN	1	72812440	149168798	15177	3
HS294T_SKIN	1	149715562	155652081	1336	3
HS294T_SKIN	1	155667102	196711067	13711	3
HS294T_SKIN	1	196823613	208836084	4003	3
HS294T_SKIN	1	208837966	229809407	7278	3
HS294T_SKIN	1	229827300	241634520	5110	4
HS294T_SKIN	1	241639581	241777806	62	3
HS294T_SKIN	1	241780207	245282266	1076	4
HS294T_SKIN	1	245290111	245639751	160	3
HS294T_SKIN	1	245641147	245816096	63	2
HS294T_SKIN	1	245816123	249198692	946	3
HS294T_SKIN	2	21833	82196945	29058	3
HS294T_SKIN	2	82203206	82314620	29	5
HS294T_SKIN	2	82319317	137610035	12946	3
HS294T_SKIN	2	137610420	137751826	81	2
HS294T_SKIN	2	137756821	141717646	1196	3
HS294T_SKIN	2	141721142	142180831	166	2
HS294T_SKIN	2	142181582	150519958	2078	3
HS294T_SKIN	2	150526181	150660026	46	2
HS294T_SKIN	2	150668256	212607990	16985	3
HS294T_SKIN	2	212617599	213141299	153	1
HS294T_SKIN	2	213146827	213398354	94	3
HS294T_SKIN	2	213399007	213551094	57	2
HS294T_SKIN	2	213569169	243048760	9652	3
HS294T_SKIN	3	70895	41094080	15734	3
HS294T_SKIN	3	41098981	49141116	1947	3
HS294T_SKIN	3	49181218	60306891	3288	3
HS294T_SKIN	3	60307263	60434882	99	2
HS294T_SKIN	3	60441341	60877992	276	3
HS294T_SKIN	3	60878089	61011409	61	2
HS294T_SKIN	3	61012747	116537733	15072	3
HS294T_SKIN	3	116552604	116922745	163	2
HS294T_SKIN	3	116933851	129761124	3720	3
HS294T_SKIN	3	129819602	130354824	162	4
HS294T_SKIN	3	130356238	162504667	9198	3
HS294T_SKIN	3	162628912	197833758	9851	3
HS294T_SKIN	4	69713	10210390	3139	3
HS294T_SKIN	4	10236142	21368339	4344	3
HS294T_SKIN	4	21385209	34765697	4060	3
HS294T_SKIN	4	34841364	49584109	4264	3
HS294T_SKIN	4	52696792	70120699	4888	3
HS294T_SKIN	4	70239096	104215706	9523	3
HS294T_SKIN	4	104220288	182093384	21381	3
HS294T_SKIN	4	182094811	190921709	3205	3
HS294T_SKIN	5	51455	49992430	15344	3
HS294T_SKIN	5	49992551	50296729	87	5
HS294T_SKIN	5	50309792	84744073	10257	2
HS294T_SKIN	5	84748969	85317007	127	3
HS294T_SKIN	5	85325273	168454937	25433	2
HS294T_SKIN	5	168466203	168967779	255	1
HS294T_SKIN	5	168974832	172072365	1305	2
HS294T_SKIN	5	172083279	172162936	36	4
HS294T_SKIN	5	172171270	180692833	2617	3
HS294T_SKIN	6	203845	29899677	11985	3
HS294T_SKIN	6	29908469	32686196	1114	3
HS294T_SKIN	6	32689324	58741497	7975	3
HS294T_SKIN	6	58774716	63653344	346	2
HS294T_SKIN	6	63665146	65286643	280	3
HS294T_SKIN	6	65288688	66075480	248	2
HS294T_SKIN	6	66083192	67851938	597	3
HS294T_SKIN	6	67852349	74590622	2044	2
HS294T_SKIN	6	74605806	114221955	11543	2
HS294T_SKIN	6	114226445	127181089	3549	3
HS294T_SKIN	6	127192315	170918031	15330	3
HS294T_SKIN	7	44408	71603692	22766	4
HS294T_SKIN	7	71615436	109427705	9434	4
HS294T_SKIN	7	109458896	129394491	4751	4
HS294T_SKIN	7	129398686	131544038	574	5
HS294T_SKIN	7	131548953	132182674	298	4
HS294T_SKIN	7	132183372	143575983	3345	5
HS294T_SKIN	7	143610420	146489606	771	4
HS294T_SKIN	7	146492999	158114152	3874	5
HS294T_SKIN	7	158115424	159119220	277	3
HS294T_SKIN	8	164984	11934660	6843	2
HS294T_SKIN	8	12291824	35756735	9663	2
HS294T_SKIN	8	35782278	64847410	6792	3
HS294T_SKIN	8	64850725	131846292	19272	3
HS294T_SKIN	8	131855192	140490240	3871	3
HS294T_SKIN	8	140490709	146293414	1333	3
HS294T_SKIN	9	192129	18076712	9232	2
HS294T_SKIN	9	18077284	21684722	1569	3
HS294T_SKIN	9	21688238	22019732	115	1
HS294T_SKIN	9	22023795	39184065	5792	2
HS294T_SKIN	9	44795319	81783181	3932	3
HS294T_SKIN	9	81788089	82546188	302	5
HS294T_SKIN	9	82551168	82760254	68	3
HS294T_SKIN	9	82764511	82781519	11	5
HS294T_SKIN	9	82788836	128418767	16387	3
HS294T_SKIN	9	128422217	141071475	3187	3
HS294T_SKIN	10	135656	24372757	10800	2
HS294T_SKIN	10	24385372	37993287	4880	2
HS294T_SKIN	10	37997974	42682133	148	3
HS294T_SKIN	10	42786973	53569925	2773	2
HS294T_SKIN	10	53575902	54629022	466	3
HS294T_SKIN	10	54629426	89686509	11823	2
HS294T_SKIN	10	89700671	89757949	15	1
HS294T_SKIN	10	89768584	135434551	16336	2
HS294T_SKIN	11	206767	2902105	530	3
HS294T_SKIN	11	2908656	3165412	70	1
HS294T_SKIN	11	3170866	51267672	16798	3
HS294T_SKIN	11	51375310	95184355	11429	2
HS294T_SKIN	11	95186029	134944770	14828	2
HS294T_SKIN	12	192220	7970721	2903	3
HS294T_SKIN	12	8008132	8117069	27	5
HS294T_SKIN	12	8130958	99770143	27107	3
HS294T_SKIN	12	99803227	133777645	11691	3
HS294T_SKIN	13	19212262	23625373	1494	3
HS294T_SKIN	13	23638210	62313040	13567	3
HS294T_SKIN	13	62318497	62747193	104	7
HS294T_SKIN	13	62749471	68984831	1599	5
HS294T_SKIN	13	68989483	95460383	8654	4
HS294T_SKIN	13	95462163	115106996	8024	3
HS294T_SKIN	14	20224003	107285437	27523	2
HS294T_SKIN	15	20143409	65545098	13493	2
HS294T_SKIN	15	65550026	93751641	8472	3
HS294T_SKIN	15	93752878	102022756	3436	3
HS294T_SKIN	15	102031344	102319742	86	4
HS294T_SKIN	15	102334857	102400037	16	3
HS294T_SKIN	16	91010	79076706	20966	3
HS294T_SKIN	16	79080104	79194524	99	1
HS294T_SKIN	16	79195033	90163275	5960	3
HS294T_SKIN	17	6888	34821058	8348	3
HS294T_SKIN	17	34823204	44162597	1932	3
HS294T_SKIN	17	44165803	44353885	49	4
HS294T_SKIN	17	44789285	56938558	3552	4
HS294T_SKIN	17	57013803	81049726	6276	3
HS294T_SKIN	18	100949	15102421	5722	2
HS294T_SKIN	18	15106727	25020566	1888	3
HS294T_SKIN	18	25027216	38669973	4090	3
HS294T_SKIN	18	38673320	78015057	14310	2
HS294T_SKIN	19	260970	52271309	9690	3
HS294T_SKIN	19	52284323	52617298	95	5
HS294T_SKIN	19	52621644	59095126	1765	3
HS294T_SKIN	20	69408	14662882	6152	2
HS294T_SKIN	20	14667415	15382355	282	2
HS294T_SKIN	20	15382810	26289925	4536	2
HS294T_SKIN	20	29505893	62912463	11463	5
HS294T_SKIN	21	14595264	48084820	12276	4
HS294T_SKIN	22	16055207	17554354	134	5
HS294T_SKIN	22	17561913	18444734	344	3
HS294T_SKIN	22	18446452	18512496	32	6
HS294T_SKIN	22	18516319	18650682	63	3
HS294T_SKIN	22	18895142	21809185	629	8
HS294T_SKIN	22	21928641	25810971	1045	3
HS294T_SKIN	22	25841145	51199978	8901	3
HT29_LARGE_INTESTINE	1	564621	60544418	16793	3
HT29_LARGE_INTESTINE	1	60549059	204705517	37101	3
HT29_LARGE_INTESTINE	1	204712803	245965551	15251	3
HT29_LARGE_INTESTINE	1	245977251	246208095	113	2
HT29_LARGE_INTESTINE	1	246212192	249198692	748	3
HT29_LARGE_INTESTINE	2	21833	90242076	30523	3
HT29_LARGE_INTESTINE	2	90262898	109006665	3465	3
HT29_LARGE_INTESTINE	2	109023174	109188156	20	5
HT29_LARGE_INTESTINE	2	109194066	134156074	6937	3
HT29_LARGE_INTESTINE	2	134161286	134295487	53	0
HT29_LARGE_INTESTINE	2	134312855	146862085	3828	3
HT29_LARGE_INTESTINE	2	146877806	206151450	15896	3
HT29_LARGE_INTESTINE	2	206156161	206263581	54	2
HT29_LARGE_INTESTINE	2	206273704	242718444	11808	3
HT29_LARGE_INTESTINE	2	242917306	243034519	27	2
HT29_LARGE_INTESTINE	3	70895	848802	376	2
HT29_LARGE_INTESTINE	3	857458	1425506	318	3
HT29_LARGE_INTESTINE	3	1439974	3528827	1227	2
HT29_LARGE_INTESTINE	3	3530201	3565527	37	3
HT29_LARGE_INTESTINE	3	3571930	59917928	18709	2
HT29_LARGE_INTESTINE	3	59918223	60264382	314	1
HT29_LARGE_INTESTINE	3	60276722	60655202	277	0
HT29_LARGE_INTESTINE	3	60659567	60942297	149	1
HT29_LARGE_INTESTINE	3	60944975	65432483	2156	2
HT29_LARGE_INTESTINE	3	65439175	65692007	114	1
HT29_LARGE_INTESTINE	3	65696503	79419101	4638	2
HT29_LARGE_INTESTINE	3	79424622	82477875	704	1
HT29_LARGE_INTESTINE	3	82488254	83365000	180	2
HT29_LARGE_INTESTINE	3	83424778	89432683	1274	1
HT29_LARGE_INTESTINE	3	89458612	90283951	75	2
HT29_LARGE_INTESTINE	3	93543006	107760800	3382	4
HT29_LARGE_INTESTINE	3	107780406	108401146	157	4
HT29_LARGE_INTESTINE	3	108410834	130648798	6515	4
