escore,length,pvalue,signature,type
0.641536419314,9,0.012,IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY,MF
-0.492114828031,23,0.013,N_ACYLTRANSFERASE_ACTIVITY,MF
0.257871418573,142,0.013,NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,BP
0.324039384658,65,0.013,LYASE_ACTIVITY,MF
0.601806650752,11,0.013,ALDO_KETO_REDUCTASE_ACTIVITY,MF
-0.277570121169,218,0.014,GOLGI_APPARATUS,CC
0.255244857818,156,0.014,REGULATION_OF_PROTEIN_METABOLIC_PROCESS,BP
0.388677035677,33,0.014,VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX,CC
0.416173431304,31,0.014,REGULATION_OF_LYMPHOCYTE_ACTIVATION,BP
0.428636407976,26,0.014,REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION,BP
0.455719075116,21,0.014,MESODERM_DEVELOPMENT,BP
0.519906690887,16,0.014,CELL_RECOGNITION,BP
-0.323717108852,120,0.015,TRANSCRIPTION_COACTIVATOR_ACTIVITY,MF
0.209501397786,296,0.015,MACROMOLECULE_BIOSYNTHETIC_PROCESS,BP
0.27948593916,95,0.015,GTPASE_ACTIVITY,MF
0.407306088092,28,0.015,NITROGEN_COMPOUND_CATABOLIC_PROCESS,BP
0.437605197934,23,0.015,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS,MF
0.478135493345,22,0.015,AMINO_ACID_DERIVATIVE_METABOLIC_PROCESS,BP
0.544136785928,15,0.015,GLUTATHIONE_TRANSFERASE_ACTIVITY,MF
-0.542668133033,17,0.016,ACTIN_FILAMENT,CC
-0.529562339605,18,0.016,CYTOKINESIS,BP
-0.448464250628,31,0.016,APICOLATERAL_PLASMA_MEMBRANE,CC
-0.26385900077,269,0.016,MACROMOLECULAR_COMPLEX_ASSEMBLY,BP
0.265942942836,111,0.016,ANTI_APOPTOSIS,BP
0.342775331002,49,0.016,RECEPTOR_COMPLEX,CC
0.36578131466,39,0.016,NEGATIVE_REGULATION_OF_GROWTH,BP
0.385841543369,34,0.016,CELLULAR_LIPID_CATABOLIC_PROCESS,BP
0.454390365699,26,0.016,HETEROCYCLE_METABOLIC_PROCESS,BP
0.494288747569,19,0.016,AMINO_SUGAR_METABOLIC_PROCESS,BP
-0.6061039808,11,0.017,NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
-0.344370553252,66,0.017,DNA_DIRECTED_RNA_POLYMERASEII_HOLOENZYME,CC
-0.344163908462,79,0.017,TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,BP
0.263853449849,121,0.017,POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,BP
0.351950635048,45,0.017,CAMP_MEDIATED_SIGNALING,BP
0.369154846827,38,0.017,T_CELL_ACTIVATION,BP
0.435556878268,23,0.017,INTERLEUKIN_BINDING,MF
0.469594981203,20,0.017,OXYGEN_BINDING,MF
-0.561284404489,15,0.018,REGULATION_OF_GTPASE_ACTIVITY,BP
-0.485069673227,23,0.018,DOUBLE_STRAND_BREAK_REPAIR,BP
-0.470073807935,24,0.018,CHROMATIN_REMODELING,BP
-0.355382905986,81,0.018,MICROTUBULE_BASED_PROCESS,BP
-0.261753863558,284,0.018,CELLULAR_COMPONENT_ASSEMBLY,BP
0.161853072834,1314,0.018,CYTOPLASMIC_PART,CC
0.23290045687,174,0.018,ORGANIC_ACID_METABOLIC_PROCESS,BP
0.331134404904,55,0.018,LYMPHOCYTE_ACTIVATION,BP
0.35403168714,43,0.018,NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS,BP
0.632765213363,9,0.018,SUPEROXIDE_METABOLIC_PROCESS,BP
-0.448464250628,31,0.019,APICAL_JUNCTION_COMPLEX,CC
-0.405575155739,46,0.019,CELL_CYCLE_CHECKPOINT_GO_0000075,BP
-0.376964263039,59,0.019,INTERCELLULAR_JUNCTION,CC
-0.371175510889,51,0.019,STRUCTURE_SPECIFIC_DNA_BINDING,MF
-0.31816854585,100,0.019,CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,BP
-0.301191645725,124,0.019,GTPASE_REGULATOR_ACTIVITY,MF
0.50975932579,18,0.019,FATTY_ACID_OXIDATION,BP
0.606183606577,9,0.019,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SULFUR_GROUP_OF_DONORS,MF
0.640989232911,8,0.019,INTERLEUKIN_8_BIOSYNTHETIC_PROCESS,BP
-0.581701218015,11,0.02,ENDODEOXYRIBONUCLEASE_ACTIVITY,MF
-0.446126251539,28,0.02,VIRAL_INFECTIOUS_CYCLE,BP
-0.375035468909,50,0.02,EMBRYONIC_DEVELOPMENT,BP
-0.297866997096,130,0.02,MACROMOLECULE_CATABOLIC_PROCESS,BP
0.344383229199,45,0.02,POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,BP
0.507294665111,15,0.02,REGULATION_OF_ENDOCYTOSIS,BP
-0.486467393247,22,0.021,DNA_DEPENDENT_ATPASE_ACTIVITY,MF
-0.268112552252,276,0.021,INTRACELLULAR_TRANSPORT,BP
0.277565835108,95,0.021,CALCIUM_ION_BINDING,MF
0.362303174424,37,0.021,LIPID_CATABOLIC_PROCESS,BP
0.550526790377,14,0.021,EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF
-0.449220939987,29,0.022,REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,BP
-0.386781911264,46,0.022,GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,MF
0.23750488821,162,0.022,TRANSLATION,BP
0.490129001836,14,0.022,CALCIUM_MEDIATED_SIGNALING,BP
-0.60868859518,10,0.023,STEROID_HORMONE_RECEPTOR_BINDING,MF
-0.398223397253,42,0.023,DNA_RECOMBINATION,BP
0.206913425129,306,0.023,RECEPTOR_BINDING,MF
0.27187583527,97,0.023,AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS,BP
0.322234745049,53,0.023,OXIDOREDUCTASE_ACTIVITY_GO_0016616,MF
-0.665113536343,8,0.024,GABA_RECEPTOR_ACTIVITY,MF
-0.517195188451,16,0.024,SPINDLE_MICROTUBULE,CC
-0.437466592053,32,0.024,DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION,BP
-0.331473656355,78,0.024,TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS,MF
0.317254564426,59,0.024,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS,MF
0.709791694477,6,0.024,HEMATOPOIETIN_INTERFERON_CLASSD200_DOMAIN_CYTOKINE_RECEPTOR_BINDING,MF
-0.563743929138,14,0.025,CENTROSOME_ORGANIZATION_AND_BIOGENESIS,BP
-0.379864169258,47,0.025,PROTEIN_PROCESSING,BP
-0.227043307155,621,0.025,BIOPOLYMER_MODIFICATION,BP
0.451349386229,18,0.025,G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,BP
0.546737716183,10,0.025,COFACTOR_CATABOLIC_PROCESS,BP
0.278865509944,85,0.026,MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,BP
0.431266750839,21,0.026,POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,BP
0.568014408936,9,0.026,MONOSACCHARIDE_BINDING,MF
0.60402249187,10,0.026,RESPONSE_TO_CARBOHYDRATE_STIMULUS,BP
0.615602556142,9,0.026,PATTERN_RECOGNITION_RECEPTOR_ACTIVITY,MF
-0.487135566477,19,0.027,INSULIN_RECEPTOR_SIGNALING_PATHWAY,BP
0.334642176915,45,0.027,MITOCHONDRIAL_MATRIX,CC
0.346548492273,44,0.027,RESPONSE_TO_OXIDATIVE_STRESS,BP
0.35366873622,31,0.027,RESPONSE_TO_EXTRACELLULAR_STIMULUS,BP
-0.278701425433,185,0.028,REPRODUCTION,BP
-0.265996255461,222,0.028,TRANSCRIPTION_COFACTOR_ACTIVITY,MF
0.29657996294,61,0.028,FATTY_ACID_METABOLIC_PROCESS,BP
0.334642176915,45,0.028,MITOCHONDRIAL_LUMEN,CC
0.491523638758,15,0.028,PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX,CC
-0.324899216517,93,0.029,ATPASE_ACTIVITY_COUPLED,MF
0.18977958909,436,0.029,BIOSYNTHETIC_PROCESS,BP
0.256540853307,118,0.029,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,BP
0.335370878661,44,0.029,G_PROTEIN_SIGNALING_COUPLED_TO_CAMP_NUCLEOTIDE_SECOND_MESSENGER,BP
0.340152920862,44,0.029,GROWTH_FACTOR_ACTIVITY,MF
-0.492597909561,18,0.03,NUCLEOLAR_PART,CC
0.266815162899,102,0.03,METAL_ION_TRANSPORT,BP
0.285454955499,71,0.03,GROWTH,BP
0.444125301765,20,0.03,HOMEOSTASIS_OF_NUMBER_OF_CELLS,BP
0.50993935781,13,0.03,VACUOLAR_TRANSPORT,BP
-0.529802685991,15,0.031,MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS,BP
-0.440940566002,28,0.031,AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.459703658926,17,0.031,SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,BP
-0.581886379061,11,0.032,RIBONUCLEOPROTEIN_BINDING,MF
-0.320581145573,95,0.032,LIGASE_ACTIVITY,MF
0.421739423001,21,0.032,COFACTOR_BIOSYNTHETIC_PROCESS,BP
0.438999894694,21,0.033,NEGATIVE_REGULATION_OF_TRANSLATION,BP
0.512493996954,12,0.033,DETECTION_OF_EXTERNAL_STIMULUS,BP
-0.442095609014,24,0.034,CELL_CORTEX_PART,CC
0.272826122574,80,0.034,MONOVALENT_INORGANIC_CATION_TRANSPORT,BP
0.291888008698,59,0.034,PROTEIN_AMINO_ACID_DEPHOSPHORYLATION,BP
0.370592326067,30,0.034,HORMONE_ACTIVITY,MF
0.476688043763,14,0.034,PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,BP
0.537639983856,10,0.034,POSITIVE_REGULATION_OF_ANGIOGENESIS,BP
-0.603701301503,9,0.035,GENE_SILENCING,BP
-0.579339138598,11,0.035,SOLUTE_SODIUM_SYMPORTER_ACTIVITY,MF
-0.575410348194,11,0.035,REGULATION_OF_RAS_GTPASE_ACTIVITY,BP
-0.547242225535,12,0.035,SINGLE_STRANDED_RNA_BINDING,MF
-0.515689090822,14,0.035,PROTEIN_METHYLTRANSFERASE_ACTIVITY,MF
-0.407680222519,32,0.035,SINGLE_STRANDED_DNA_BINDING,MF
-0.303914092738,107,0.035,TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS,MF
-0.275614030191,175,0.035,REGULATION_OF_CELL_CYCLE,BP
0.287827298608,65,0.035,RAS_PROTEIN_SIGNAL_TRANSDUCTION,BP
0.401910632707,25,0.035,KINASE_INHIBITOR_ACTIVITY,MF
0.462155245653,15,0.035,HORMONE_SECRETION,BP
0.179035110199,516,0.036,ORGAN_DEVELOPMENT,BP
0.362256677483,34,0.036,ISOMERASE_ACTIVITY,MF
0.389253236641,25,0.036,INDUCTION_OF_APOPTOSIS_BY_EXTRACELLULAR_SIGNALS,BP
0.439189975489,19,0.036,AMINE_RECEPTOR_ACTIVITY,MF
0.470291914677,15,0.036,REGULATION_OF_DEFENSE_RESPONSE,BP
0.523257240289,11,0.036,PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,BP
0.204522805352,252,0.037,ION_BINDING,MF
0.29030998004,72,0.037,RESPONSE_TO_ABIOTIC_STIMULUS,BP
0.295791854943,69,0.037,HEMOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,BP
0.398598731974,25,0.037,SECONDARY_METABOLIC_PROCESS,BP
-0.581824661587,10,0.038,CHROMOSOME_CONDENSATION,BP
-0.524099360969,15,0.038,CHROMATIN_ASSEMBLY,BP
-0.38980264162,37,0.038,AMINE_TRANSPORT,BP
-0.352342832993,59,0.038,PEPTIDYL_AMINO_ACID_MODIFICATION,BP
0.431920786926,18,0.038,INTERLEUKIN_RECEPTOR_ACTIVITY,MF
0.51907689668,12,0.038,REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,BP
-0.568803212443,11,0.039,N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION,BP
-0.524224288397,13,0.039,REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,BP
-0.440793361997,24,0.039,KINETOCHORE,CC
-0.43176705488,26,0.039,CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,BP
0.230027474651,151,0.039,TRANSMISSION_OF_NERVE_IMPULSE,BP
0.274531565097,73,0.039,IMMUNE_SYSTEM_DEVELOPMENT,BP
0.352371027429,35,0.039,RESPONSE_TO_LIGHT_STIMULUS,BP
0.369298767461,32,0.039,CELLULAR_PROTEIN_COMPLEX_ASSEMBLY,BP
0.459700779381,15,0.039,INSOLUBLE_FRACTION,CC
0.217234716719,184,0.04,NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,BP
0.237577573378,126,0.04,METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.299802062241,56,0.04,INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.425654134445,21,0.04,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS,MF
0.556974085558,8,0.04,AMINO_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP
-0.503585382979,16,0.041,MICROTUBULE_BASED_MOVEMENT,BP
-0.477087902659,20,0.041,REGULATION_OF_DNA_REPLICATION,BP
0.344614059408,37,0.041,COENZYME_METABOLIC_PROCESS,BP
0.479118085065,13,0.041,RESPONSE_TO_TEMPERATURE_STIMULUS,BP
0.745013934674,4,0.041,SEROTONIN_RECEPTOR_ACTIVITY,MF
0.25519401397,99,0.042,MAPKKK_CASCADE_GO_0000165,BP
0.546806863062,9,0.042,PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,BP
-0.518008011563,13,0.043,KINESIN_COMPLEX,CC
-0.503791554631,13,0.043,NUCLEAR_CHROMATIN,CC
-0.457442551783,19,0.043,TRNA_METABOLIC_PROCESS,BP
-0.326974004795,81,0.043,RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY,BP
0.239304432439,118,0.043,CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,BP
0.282080892663,65,0.043,DEPHOSPHORYLATION,BP
0.395408280161,21,0.043,POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,BP
-0.551122503349,10,0.044,REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS,BP
0.266186979956,80,0.044,REGULATION_OF_TRANSLATION,BP
0.433938887245,18,0.044,INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,MF
-0.41314615933,26,0.045,PATTERN_SPECIFICATION_PROCESS,BP
-0.399281606018,35,0.045,EXCRETION,BP
-0.545360984737,11,0.046,HISTONE_METHYLTRANSFERASE_ACTIVITY,MF
-0.427832254334,26,0.046,G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,BP
-0.385959363835,39,0.047,CELL_CORTEX,CC
-0.554335981693,11,0.048,ENDONUCLEASE_ACTIVITY_GO_0016893,MF
0.461568159983,15,0.048,ANTIOXIDANT_ACTIVITY,MF
0.542945829075,10,0.048,EPITHELIAL_TO_MESENCHYMAL_TRANSITION,BP
-0.562518489106,10,0.049,EPITHELIAL_CELL_DIFFERENTIATION,BP
-0.497390385546,16,0.049,CHROMATIN_REMODELING_COMPLEX,CC
-0.285800173519,119,0.049,ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
-0.257365907068,227,0.049,MACROMOLECULE_LOCALIZATION,BP
0.352657623085,30,0.049,TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYLOTHER_THAN_METHYLGROUPS,MF
0.432733321605,17,0.05,REGULATION_OF_MUSCLE_CONTRACTION,BP
0.526415411544,11,0.05,LEUKOCYTE_CHEMOTAXIS,BP
-0.559039320666,10,0.051,REGULATION_OF_RHO_GTPASE_ACTIVITY,BP
-0.318342342125,67,0.051,SMALL_GTPASE_REGULATOR_ACTIVITY,MF
0.303461269186,48,0.051,POTASSIUM_ION_TRANSPORT,BP
0.490300808382,12,0.051,CARBONATE_DEHYDRATASE_ACTIVITY,MF
-0.511737936844,13,0.052,NEGATIVE_REGULATION_OF_DNA_REPLICATION,BP
0.334623810412,37,0.052,ACTIVATION_OF_MAPK_ACTIVITY,BP
-0.464840221906,17,0.053,REPLICATION_FORK,CC
0.166507099437,663,0.053,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,BP
0.209962219407,187,0.053,CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.407253549613,18,0.053,STEROID_BINDING,MF
-0.554255575509,10,0.054,NEUTRAL_AMINO_ACID_TRANSPORT,BP
0.170910363771,605,0.054,INTRACELLULAR_SIGNALING_CASCADE,BP
0.35572808108,23,0.054,ACTIN_FILAMENT_ORGANIZATION,BP
0.363245921888,28,0.054,NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,BP
0.409996010087,18,0.054,POSITIVE_REGULATION_OF_SECRETION,BP
-0.349750997823,47,0.055,UBIQUITIN_CYCLE,BP
0.285342854414,51,0.055,REGULATION_OF_RESPONSE_TO_STIMULUS,BP
-0.4291191244,22,0.056,REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,BP
-0.406716615407,28,0.056,TIGHT_JUNCTION,CC
0.216784130644,162,0.056,PROTEIN_COMPLEX_ASSEMBLY,BP
0.410268524622,17,0.056,ACTIVATION_OF_IMMUNE_RESPONSE,BP
-0.384930145218,32,0.057,VIRAL_REPRODUCTIVE_PROCESS,BP
0.364037139061,27,0.057,NEGATIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS,BP
0.445164218643,14,0.057,LEUKOCYTE_MIGRATION,BP
0.476288148116,12,0.057,FATTY_ACID_BIOSYNTHETIC_PROCESS,BP
0.223847284157,143,0.058,PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY,MF
0.33390224355,30,0.058,VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,MF
0.350510071581,30,0.058,DETECTION_OF_STIMULUS,BP
-0.461979798094,18,0.059,EARLY_ENDOSOME,CC
0.24566030586,92,0.06,REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,BP
0.500760777996,11,0.061,CIRCADIAN_RHYTHM,BP
-0.426446684671,23,0.062,ENDOSOME_TRANSPORT,BP
0.27749042731,67,0.062,HEMOPOIESIS,BP
0.405481287597,19,0.062,INTEGRIN_COMPLEX,CC
-0.519254523578,11,0.063,MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,BP
-0.461488844567,17,0.063,APICAL_PART_OF_CELL,CC
0.509782456105,10,0.063,INTERLEUKIN_8_PRODUCTION,BP
0.199598063604,239,0.064,CELLULAR_LIPID_METABOLIC_PROCESS,BP
0.358948698643,24,0.064,PROTEIN_KINASE_INHIBITOR_ACTIVITY,MF
0.449822129839,13,0.064,REGULATION_OF_HORMONE_SECRETION,BP
-0.522679791232,11,0.065,CELL_FATE_COMMITMENT,BP
0.446717771677,14,0.065,NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,BP
0.379689309633,21,0.066,REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,BP
0.417543493152,16,0.066,MYOSIN_COMPLEX,CC
0.497377374017,10,0.067,LYSOSOMAL_TRANSPORT,BP
-0.530341900962,10,0.068,NUCLEOSOME_ASSEMBLY,BP
-0.258272625248,178,0.068,NEGATIVE_REGULATION_OF_TRANSCRIPTION,BP
-0.217855089631,602,0.068,PROTEIN_MODIFICATION_PROCESS,BP
0.339316448141,31,0.068,HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,MF
0.391643887344,18,0.068,PIGMENT_METABOLIC_PROCESS,BP
0.517395187405,9,0.068,POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,BP
-0.436623249337,18,0.069,DNA_POLYMERASE_ACTIVITY,MF
-0.240996682048,247,0.069,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
-0.239003490855,296,0.069,PHOSPHORYLATION,BP
-0.234787239549,359,0.069,CELLULAR_LOCALIZATION,BP
0.459301139309,11,0.069,RESPONSE_TO_XENOBIOTIC_STIMULUS,BP
-0.476475372955,14,0.07,LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS,MF
-0.304767414984,75,0.07,CELL_JUNCTION,CC
-0.450912678336,16,0.071,MORPHOGENESIS_OF_AN_EPITHELIUM,BP
0.482490315143,10,0.071,REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,BP
-0.481830808741,14,0.072,PROTEIN_PHOSPHATASE_TYPE_2A_REGULATOR_ACTIVITY,MF
-0.46049855566,17,0.072,DOUBLE_STRANDED_RNA_BINDING,MF
0.162084086706,770,0.072,SYSTEM_DEVELOPMENT,BP
0.37807369175,20,0.072,NEURON_PROJECTION,CC
0.443952183273,12,0.072,VITAMIN_TRANSPORT,BP
0.469358817581,11,0.072,SPHINGOID_METABOLIC_PROCESS,BP
-0.381479242759,31,0.073,CELLULAR_COMPONENT_DISASSEMBLY,BP
0.268014753914,64,0.073,REGULATION_OF_TRANSPORT,BP
-0.54851902103,10,0.074,BRUSH_BORDER,CC
-0.421149911203,22,0.074,DNA_INTEGRITY_CHECKPOINT,BP
-0.237108006773,264,0.074,PROTEIN_AMINO_ACID_PHOSPHORYLATION,BP
0.188801009003,280,0.074,NEUROLOGICAL_SYSTEM_PROCESS,BP
0.218961179506,138,0.074,SYNAPTIC_TRANSMISSION,BP
0.340893560683,25,0.074,LAMELLIPODIUM,CC
-0.520173363281,11,0.075,ATP_DEPENDENT_DNA_HELICASE_ACTIVITY,MF
0.199635895368,212,0.075,REGULATION_OF_SIGNAL_TRANSDUCTION,BP
0.43279795186,15,0.075,BIOGENIC_AMINE_METABOLIC_PROCESS,BP
-0.492804656947,12,0.076,ENDORIBONUCLEASE_ACTIVITY,MF
0.477558338759,10,0.076,PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX,CC
-0.35305921603,39,0.077,REGULATION_OF_MITOSIS,BP
-0.32422116663,53,0.077,PERINUCLEAR_REGION_OF_CYTOPLASM,CC
0.193209016192,246,0.077,ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.304122777637,40,0.078,REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,BP
-0.527431156496,10,0.079,MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS,BP
-0.504378976679,13,0.079,PHOSPHATASE_BINDING,MF
-0.391378057639,24,0.079,ORGANELLE_LOCALIZATION,BP
0.154711177669,908,0.079,ANATOMICAL_STRUCTURE_DEVELOPMENT,BP
0.239358073713,83,0.08,ZINC_ION_BINDING,MF
0.363909588349,22,0.08,ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION,BP
-0.443900030024,17,0.081,L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.280477302199,48,0.081,RESPONSE_TO_RADIATION,BP
-0.420606954232,19,0.082,CALCIUM_INDEPENDENT_CELL_CELL_ADHESION,BP
-0.525321161498,10,0.083,PHOSPHATASE_INHIBITOR_ACTIVITY,MF
-0.523145451107,10,0.084,HISTONE_DEACETYLASE_BINDING,MF
-0.468156372843,13,0.084,MRNA_SPLICE_SITE_SELECTION,BP
-0.463007482247,15,0.084,INTERACTION_WITH_HOST,BP
0.238566536192,86,0.084,CELL_MIGRATION,BP
-0.40353979801,22,0.085,S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY,MF
-0.362944817141,34,0.085,SPECIFIC_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY,MF
-0.427519397658,18,0.086,REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION,BP
-0.393315623394,25,0.086,NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,BP
0.361275289322,24,0.086,EXTRINSIC_TO_MEMBRANE,CC
0.381066354029,19,0.086,VIRAL_GENOME_REPLICATION,BP
0.448220188772,11,0.086,CATION_TRANSPORTING_ATPASE_ACTIVITY,MF
0.482017220504,10,0.086,XENOBIOTIC_METABOLIC_PROCESS,BP
0.234052389979,99,0.087,CATION_CHANNEL_ACTIVITY,MF
-0.23482873465,344,0.088,ESTABLISHMENT_OF_CELLULAR_LOCALIZATION,BP
0.307663583731,38,0.088,SERINE_TYPE_ENDOPEPTIDASE_ACTIVITY,MF
0.433057122295,12,0.088,POTASSIUM_CHANNEL_REGULATOR_ACTIVITY,MF
-0.305111951132,67,0.09,LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS,MF
0.170877881186,458,0.09,CELL_FRACTION,CC
0.396745928741,15,0.09,ADENYLATE_CYCLASE_ACTIVATION,BP
0.454731681276,12,0.09,REGULATION_OF_LIPID_METABOLIC_PROCESS,BP
0.461052629578,11,0.09,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,MF
-0.507059597322,10,0.091,GLUCAN_METABOLIC_PROCESS,BP
-0.342556569099,36,0.091,VIRAL_REPRODUCTION,BP
0.520714504218,8,0.091,DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,BP
-0.429551153261,18,0.092,ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CELL_POLARITY,BP
0.155781446899,933,0.092,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,BP
0.233078063563,86,0.092,POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,BP
0.413731008114,14,0.092,REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,BP
-0.552636280624,9,0.093,BODY_FLUID_SECRETION,BP
-0.495735457873,10,0.093,PROTEIN_PHOSPHATASE_BINDING,MF
0.388892135949,17,0.093,NEURON_APOPTOSIS,BP
0.41876724631,14,0.093,AMINOPEPTIDASE_ACTIVITY,MF
0.319887018778,29,0.094,NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,BP
-0.347018512978,39,0.095,UDP_GLYCOSYLTRANSFERASE_ACTIVITY,MF
-0.514883777946,9,0.096,NUCLEAR_REPLICATION_FORK,CC
-0.466097183295,12,0.096,LATE_ENDOSOME,CC
0.384906991292,18,0.096,LIPOPROTEIN_BINDING,MF
-0.485734344732,11,0.097,REGULATION_OF_PROTEIN_POLYMERIZATION,BP
-0.471903932771,12,0.097,PROTEIN_EXPORT_FROM_NUCLEUS,BP
0.37789568992,18,0.097,INNATE_IMMUNE_RESPONSE,BP
-0.269005334666,125,0.098,ACTIN_CYTOSKELETON,CC
0.325404364677,27,0.098,LIPID_TRANSPORTER_ACTIVITY,MF
0.355653271994,22,0.098,PROTEIN_HOMOOLIGOMERIZATION,BP
0.417892048813,13,0.098,EXTRINSIC_TO_PLASMA_MEMBRANE,CC
0.459499164035,10,0.098,POSITIVE_REGULATION_OF_MAPKKK_CASCADE,BP
