escore,length,pvalue,signature,type
0.465201284,22,0.01,TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYLOTHER_THAN_METHYLGROUPS,MF
0.493448433,18,0.01,COFACTOR_BINDING,MF
0.6151653,10,0.01,ACTIVATION_OF_IMMUNE_RESPONSE,BP
0.622825987,11,0.01,PHAGOCYTOSIS,BP
0.700710095,7,0.01,APOPTOTIC_MITOCHONDRIAL_CHANGES,BP
0.712674749,7,0.01,DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX,CC
0.849066754,3,0.01,REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,BP
-0.710431914,7,0.011,RESPONSE_TO_CARBOHYDRATE_STIMULUS,BP
0.438856537,26,0.011,REGULATION_OF_IMMUNE_SYSTEM_PROCESS,BP
0.476004443,22,0.011,POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,BP
0.530885713,16,0.011,NUCLEAR_ORGANIZATION_AND_BIOGENESIS,BP
0.565061132,13,0.011,HETEROGENEOUS_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX,CC
0.603877199,12,0.011,PEPTIDYL_TYROSINE_MODIFICATION,BP
0.715483184,7,0.011,INNATE_IMMUNE_RESPONSE,BP
0.773827819,5,0.011,KERATINOCYTE_DIFFERENTIATION,BP
-0.355994987,80,0.012,MITOCHONDRIAL_ENVELOPE,CC
0.222841872,213,0.012,REGULATION_OF_DEVELOPMENTAL_PROCESS,BP
0.562374718,14,0.012,POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,BP
0.58053864,11,0.012,TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY,MF
0.66876524,8,0.012,LEUKOCYTE_MIGRATION,BP
0.697059467,8,0.012,ACTIVATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR,BP
0.857521434,3,0.012,VITAMIN_TRANSPORT,BP
0.934538653,2,0.012,HETEROPHILIC_CELL_ADHESION,BP
-0.486978764,27,0.013,MICROTUBULE_ORGANIZING_CENTER,CC
-0.3627745,72,0.013,CHROMOSOME,CC
0.245720627,136,0.013,PHOSPHORYLATION,BP
0.250945207,117,0.013,RESPONSE_TO_CHEMICAL_STIMULUS,BP
0.514781293,16,0.013,NUCLEOBASENUCLEOSIDENUCLEOTIDE_KINASE_ACTIVITY,MF
0.658162451,8,0.013,MYOBLAST_DIFFERENTIATION,BP
-0.758538356,5,0.014,DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,BP
-0.611593515,13,0.014,INTEGRAL_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,CC
-0.579428621,14,0.014,HISTONE_DEACETYLASE_COMPLEX,CC
-0.311679128,149,0.014,PYROPHOSPHATASE_ACTIVITY,MF
0.239580899,140,0.014,CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,BP
0.347900107,49,0.014,AMINO_ACID_METABOLIC_PROCESS,BP
0.371302193,40,0.014,SENSORY_PERCEPTION,BP
0.453236667,24,0.014,CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,MF
0.493477134,17,0.014,LEUKOCYTE_ACTIVATION,BP
0.613554638,10,0.014,COPPER_ION_BINDING,MF
-0.638728485,10,0.015,GLIOGENESIS,BP
0.583434019,10,0.015,REGULATION_OF_ANGIOGENESIS,BP
0.587115269,10,0.015,MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS,BP
0.628092518,10,0.015,POSITIVE_REGULATION_OF_DNA_BINDING,BP
0.637594769,9,0.015,NUCLEOTIDE_BIOSYNTHETIC_PROCESS,BP
0.723408411,5,0.015,POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,BP
-0.599993746,12,0.016,DNA_DIRECTED_RNA_POLYMERASE_COMPLEX,CC
-0.54974403,15,0.016,ATP_DEPENDENT_RNA_HELICASE_ACTIVITY,MF
0.744499364,5,0.016,AMINO_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,BP
0.759235289,5,0.016,LEUKOCYTE_CHEMOTAXIS,BP
0.780863624,4,0.016,COFACTOR_TRANSPORT,BP
0.978182952,1,0.016,MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
-0.507594111,18,0.017,ENDONUCLEASE_ACTIVITY,MF
0.238785417,131,0.017,CYTOSOL,CC
0.283833674,84,0.017,ACTIN_CYTOSKELETON,CC
0.477232177,16,0.017,LIPID_TRANSPORT,BP
0.571293793,11,0.017,CARBOXYLESTERASE_ACTIVITY,MF
0.57288517,10,0.017,GLUTATHIONE_TRANSFERASE_ACTIVITY,MF
0.640646931,8,0.017,VITAMIN_BINDING,MF
-0.611593515,13,0.018,INTRINSIC_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,CC
-0.374711656,62,0.018,ATPASE_ACTIVITY_COUPLED,MF
0.500769471,15,0.018,INTEGRIN_BINDING,MF
0.677211843,6,0.018,CASPASE_REGULATOR_ACTIVITY,MF
-0.345555678,104,0.019,RESPONSE_TO_ENDOGENOUS_STIMULUS,BP
0.205578384,229,0.019,APOPTOSIS_GO,BP
0.444432811,22,0.019,ACTIN_FILAMENT_BINDING,MF
0.448847889,20,0.019,PROTEIN_TYROSINE_KINASE_ACTIVITY,MF
0.58053864,11,0.019,TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,MF
0.777917499,4,0.019,POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,BP
-0.599993746,12,0.02,NUCLEAR_DNA_DIRECTED_RNA_POLYMERASE_COMPLEX,CC
-0.569012408,13,0.02,N_ACETYLTRANSFERASE_ACTIVITY,MF
-0.471895868,24,0.02,CENTROSOME,CC
-0.390696267,52,0.02,SECRETORY_PATHWAY,BP
-0.298726404,151,0.02,HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,MF
0.492260126,17,0.02,PATTERN_BINDING,MF
0.725733528,5,0.02,TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,BP
0.727584594,5,0.02,CARBONATE_DEHYDRATASE_ACTIVITY,MF
0.912367637,2,0.02,GLUTAMATE_SIGNALING_PATHWAY,BP
-0.621808344,11,0.021,CELLULAR_RESPONSE_TO_STIMULUS,BP
-0.615211165,10,0.021,RNA_3END_PROCESSING,BP
-0.569012408,13,0.021,N_ACYLTRANSFERASE_ACTIVITY,MF
-0.436716508,32,0.021,COATED_VESICLE,CC
0.438643366,21,0.021,NEURON_DEVELOPMENT,BP
0.560370359,11,0.021,T_CELL_ACTIVATION,BP
0.618030503,8,0.021,AMINE_BIOSYNTHETIC_PROCESS,BP
0.884646281,2,0.021,SPERMATID_DIFFERENTIATION,BP
-0.533033867,18,0.022,PHOSPHOINOSITIDE_METABOLIC_PROCESS,BP
0.652652169,8,0.022,AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
-0.713807135,6,0.023,VESICLE_LOCALIZATION,BP
-0.610500802,10,0.023,MACROMOLECULAR_COMPLEX_DISASSEMBLY,BP
-0.484126552,20,0.023,OUTER_MEMBRANE,CC
-0.483349963,21,0.023,CONDENSED_CHROMOSOME,CC
-0.376501933,52,0.023,ENDOPLASMIC_RETICULUM_PART,CC
-0.355779912,76,0.023,NEGATIVE_REGULATION_OF_TRANSCRIPTION,BP
-0.284053965,237,0.023,DNA_BINDING,MF
0.592002726,10,0.023,PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR,MF
0.605661759,8,0.023,METALLOEXOPEPTIDASE_ACTIVITY,MF
0.970079476,1,0.023,SYNAPTOGENESIS,BP
-0.600961266,10,0.024,PROTEIN_TRANSPORTER_ACTIVITY,MF
-0.457362126,24,0.024,INTEGRAL_TO_ORGANELLE_MEMBRANE,CC
0.21838818,178,0.024,KINASE_ACTIVITY,MF
0.490979561,18,0.024,IMMUNE_EFFECTOR_PROCESS,BP
0.496125555,15,0.024,LYMPHOCYTE_ACTIVATION,BP
0.511534018,15,0.024,CELL_DIVISION,BP
0.57316741,10,0.024,HUMORAL_IMMUNE_RESPONSE,BP
0.589821213,9,0.024,STEROID_BIOSYNTHETIC_PROCESS,BP
0.615088995,9,0.024,LIPOPROTEIN_BINDING,MF
-0.500719045,17,0.025,REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,BP
0.227054991,127,0.025,MEMBRANE_FRACTION,CC
0.422271079,21,0.025,RESPONSE_TO_OTHER_ORGANISM,BP
0.513472661,13,0.025,STEROID_BINDING,MF
0.629017161,8,0.025,FATTY_ACID_BETA_OXIDATION,BP
0.649619973,7,0.025,DEAMINASE_ACTIVITY,MF
0.652160349,7,0.025,NUCLEAR_CHROMATIN,CC
0.688289651,6,0.025,ALDO_KETO_REDUCTASE_ACTIVITY,MF
0.726251341,5,0.025,REGULATION_OF_HOMEOSTATIC_PROCESS,BP
-0.579572131,10,0.026,TRANSCRIPTION_ELONGATION_REGULATOR_ACTIVITY,MF
-0.522429233,15,0.026,CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,BP
-0.326971052,87,0.026,RESPONSE_TO_DNA_DAMAGE_STIMULUS,BP
0.551147694,10,0.026,glycation,PTM
-0.729523254,5,0.027,NUCLEAR_UBIQUITIN_LIGASE_COMPLEX,CC
-0.703483674,6,0.027,NUCLEAR_SPECK,CC
-0.571015772,11,0.027,3_5_EXONUCLEASE_ACTIVITY,MF
0.207031477,210,0.027,POST_TRANSLATIONAL_PROTEIN_MODIFICATION,BP
0.400481246,23,0.027,ANATOMICAL_STRUCTURE_FORMATION,BP
0.501696029,15,0.027,CYTOSOLIC_PART,CC
0.662896094,6,0.027,REGULATION_OF_CYTOKINE_SECRETION,BP
0.884646281,2,0.027,SPERMATID_DEVELOPMENT,BP
-0.713807135,6,0.028,ESTABLISHMENT_OF_VESICLE_LOCALIZATION,BP
-0.503311195,17,0.028,ACETYLTRANSFERASE_ACTIVITY,MF
0.412327917,24,0.028,HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_NOT_PEPTIDEBONDS,MF
0.455920233,18,0.028,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS,MF
0.595351467,8,0.028,MICROTUBULE_MOTOR_ACTIVITY,MF
0.667890219,6,0.028,NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS,BP
0.34076884,40,0.029,s_nitrosylation,PTM
0.42250612,20,0.029,CHROMATIN,CC
0.428492099,19,0.029,LIPID_TRANSPORTER_ACTIVITY,MF
0.581711224,10,0.029,MUSCLE_CELL_DIFFERENTIATION,BP
0.721019132,5,0.029,STEROID_DEHYDROGENASE_ACTIVITY,MF
-0.382612866,53,0.03,NUCLEAR_ENVELOPE,CC
0.276314171,70,0.03,ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,BP
0.403403592,23,0.03,STEROID_METABOLIC_PROCESS,BP
0.442288942,18,0.03,LIPID_CATABOLIC_PROCESS,BP
0.470466182,15,0.03,NEURITE_DEVELOPMENT,BP
0.525336611,11,0.03,REGULATION_OF_SECRETION,BP
0.656362011,6,0.03,REGULATION_OF_MUSCLE_CONTRACTION,BP
-0.820015006,3,0.031,INACTIVATION_OF_MAPK_ACTIVITY,BP
-0.46365494,24,0.031,ATP_DEPENDENT_HELICASE_ACTIVITY,MF
0.623745612,7,0.031,AGING,BP
0.650583522,7,0.031,POSITIVE_REGULATION_OF_CELL_ADHESION,BP
0.699634343,5,0.031,NEGATIVE_REGULATION_OF_ANGIOGENESIS,BP
-0.570682622,10,0.032,DNA_DIRECTED_RNA_POLYMERASEII_CORE_COMPLEX,CC
0.194615693,285,0.032,CELL_DEVELOPMENT,BP
0.205578384,229,0.032,PROGRAMMED_CELL_DEATH,BP
0.409412219,20,0.032,NITROGEN_COMPOUND_CATABOLIC_PROCESS,BP
0.525144934,12,0.032,CARBOHYDRATE_KINASE_ACTIVITY,MF
0.831332814,3,0.032,CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,MF
0.273081526,71,0.033,PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY,MF
0.545471069,10,0.033,AMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF
0.881234414,2,0.033,MONOCARBOXYLIC_ACID_TRANSPORT,BP
-0.591590969,10,0.034,ENDONUCLEASE_ACTIVITY_GO_0016893,MF
-0.546586333,12,0.034,PROTEIN_AMINO_ACID_LIPIDATION,BP
-0.532298518,14,0.034,RESPONSE_TO_ORGANIC_SUBSTANCE,BP
-0.454654079,26,0.034,PROTEIN_N_TERMINUS_BINDING,MF
0.319345657,46,0.034,ZINC_ION_BINDING,MF
0.351827431,32,0.034,PEPTIDYL_AMINO_ACID_MODIFICATION,BP
0.450839319,17,0.034,PHOSPHATASE_REGULATOR_ACTIVITY,MF
0.490445054,14,0.034,POLYSACCHARIDE_BINDING,MF
0.509143874,13,0.034,APOPTOTIC_NUCLEAR_CHANGES,BP
0.603909528,9,0.034,HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_NOT_PEPTIDEBONDSIN_CYCLIC_AMIDINES,MF
0.613622787,8,0.034,BONE_REMODELING,BP
0.8840399,2,0.034,3_5_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,MF
0.273717758,72,0.035,ANTI_APOPTOSIS,BP
0.665082509,6,0.035,ENDOTHELIAL_CELL_MIGRATION,BP
-0.380543164,43,0.036,REGULATION_OF_TRANSLATION,BP
0.251425349,109,0.036,CYTOSKELETAL_PROTEIN_BINDING,MF
-0.357801567,56,0.037,M_PHASE,BP
0.305915747,53,0.037,POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,BP
0.596879875,8,0.037,GROWTH_FACTOR_ACTIVITY,MF
0.617487873,7,0.037,EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS,BP
0.29815251,55,0.038,REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,BP
0.350099204,31,0.038,PHOSPHOLIPID_BINDING,MF
0.44240772,18,0.038,REGULATION_OF_CELL_MIGRATION,BP
0.484350919,13,0.038,CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION,BP
0.485219379,13,0.038,CYTOKINESIS,BP
0.490445054,14,0.038,GLYCOSAMINOGLYCAN_BINDING,MF
0.67098082,5,0.038,LOW_DENSITY_LIPOPROTEIN_BINDING,MF
0.678809161,5,0.038,REGULATION_OF_HEART_CONTRACTION,BP
-0.509509118,14,0.039,PHOSPHOINOSITIDE_BIOSYNTHETIC_PROCESS,BP
-0.484126552,20,0.039,ORGANELLE_OUTER_MEMBRANE,CC
-0.408340054,31,0.039,SMALL_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,MF
0.306715546,44,0.039,CHEMICAL_HOMEOSTASIS,BP
0.41784674,20,0.039,RUFFLE,CC
0.429713153,17,0.039,AMINO_ACID_CATABOLIC_PROCESS,BP
0.647127935,6,0.039,POSITIVE_REGULATION_OF_SECRETION,BP
0.266290469,75,0.04,CARBOHYDRATE_METABOLIC_PROCESS,BP
0.425953226,18,0.04,AMINE_CATABOLIC_PROCESS,BP
-0.58831528,9,0.041,PROTEIN_COMPLEX_DISASSEMBLY,BP
0.279472035,65,0.041,I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,BP
0.944054854,1,0.041,POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,BP
-0.256564068,254,0.042,BIOSYNTHETIC_PROCESS,BP
0.294041989,57,0.042,CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,BP
0.400347933,19,0.042,LOCOMOTORY_BEHAVIOR,BP
0.511459813,12,0.042,INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS,BP
-0.459700944,22,0.043,GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,BP
-0.273110314,191,0.043,CELLULAR_BIOSYNTHETIC_PROCESS,BP
-0.329255043,66,0.044,CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,BP
0.267682386,69,0.044,ENZYME_ACTIVATOR_ACTIVITY,MF
0.340432442,33,0.044,LEADING_EDGE,CC
0.434648154,17,0.044,CELLULAR_LIPID_CATABOLIC_PROCESS,BP
0.444870574,16,0.044,CELL_CORTEX_PART,CC
0.712412217,4,0.044,TPQ,PTM
-0.380323183,45,0.045,REPRODUCTIVE_PROCESS,BP
-0.312430191,98,0.045,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
0.781911516,3,0.045,POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,BP
0.368362019,26,0.046,RHO_PROTEIN_SIGNAL_TRANSDUCTION,BP
0.458475649,15,0.046,AMINE_TRANSPORT,BP
0.506813782,11,0.046,POSITIVE_REGULATION_OF_BINDING,BP
0.550877065,8,0.046,POSITIVE_REGULATION_OF_PHOSPHORYLATION,BP
0.662333631,5,0.046,SMALL_CONJUGATING_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY,MF
0.496583812,12,0.047,SULFUR_METABOLIC_PROCESS,BP
0.598983764,7,0.047,T_CELL_PROLIFERATION,BP
-0.58831528,9,0.048,CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,BP
-0.520605603,15,0.048,KINETOCHORE,CC
0.371506695,25,0.048,NEURON_DIFFERENTIATION,BP
0.512069983,11,0.048,AMINOPEPTIDASE_ACTIVITY,MF
0.628818234,6,0.048,SULFURIC_ESTER_HYDROLASE_ACTIVITY,MF
-0.556287966,10,0.049,NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,BP
-0.424512532,28,0.049,UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,MF
-0.296224954,111,0.049,NEGATIVE_REGULATION_OF_METABOLIC_PROCESS,BP
0.292743901,55,0.049,CELL_PROJECTION,CC
0.471161658,13,0.049,OXIDOREDUCTASE_ACTIVITY_GO_0016705,MF
0.672511153,5,0.049,DEFENSE_RESPONSE_TO_BACTERIUM,BP
0.220350421,130,0.05,HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS,MF
0.322137226,37,0.05,COFACTOR_METABOLIC_PROCESS,BP
0.477042579,14,0.05,POSITIVE_REGULATION_OF_CASPASE_ACTIVITY,BP
0.506675769,11,0.05,METALLOENDOPEPTIDASE_ACTIVITY,MF
0.660185829,5,0.05,ENERGY_RESERVE_METABOLIC_PROCESS,BP
-0.422217436,28,0.051,NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,BP
-0.326074998,76,0.051,BIOPOLYMER_CATABOLIC_PROCESS,BP
0.268347004,63,0.051,HOMEOSTATIC_PROCESS,BP
0.295563095,47,0.051,MULTI_ORGANISM_PROCESS,BP
0.487902959,11,0.051,SKELETAL_MUSCLE_DEVELOPMENT,BP
0.499517026,12,0.051,BASAL_LAMINA,CC
0.556972941,8,0.051,LIPID_HOMEOSTASIS,BP
0.559246038,8,0.051,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,BP
0.781030687,3,0.051,EPITHELIAL_CELL_DIFFERENTIATION,BP
-0.448448837,22,0.052,SEQUENCE_SPECIFIC_DNA_BINDING,MF
0.288261827,56,0.052,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,BP
0.444887003,14,0.052,CONTRACTILE_FIBER,CC
0.254912676,76,0.053,ACTIN_FILAMENT_BASED_PROCESS,BP
0.589794626,7,0.053,CYTOKINE_SECRETION,BP
-0.803962746,3,0.054,NOTCH_SIGNALING_PATHWAY,BP
-0.447212744,21,0.054,PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,BP
0.351777109,29,0.054,ION_TRANSPORT,BP
0.415347239,17,0.054,ACTIN_FILAMENT_ORGANIZATION,BP
0.588367793,7,0.054,REGULATION_OF_BLOOD_PRESSURE,BP
0.598092676,7,0.054,G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,MF
0.676631888,5,0.054,NEGATIVE_REGULATION_OF_PHOSPHORYLATION,BP
0.70330527,4,0.054,phosphopantetheine,PTM
-0.447212744,21,0.055,MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,BP
0.181145387,288,0.055,INTRACELLULAR_SIGNALING_CASCADE,BP
0.211901854,139,0.055,CYTOSKELETAL_PART,CC
-0.656469198,6,0.056,RHYTHMIC_PROCESS,BP
-0.311194059,99,0.056,POSITIVE_REGULATION_OF_METABOLIC_PROCESS,BP
0.754188366,3,0.056,GLYCOLIPID_METABOLIC_PROCESS,BP
-0.498640515,14,0.057,REPLICATION_FORK,CC
-0.485664155,16,0.057,CELLULAR_RESPIRATION,BP
0.214850148,139,0.057,CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166,BP
0.497509399,11,0.057,HEART_DEVELOPMENT,BP
-0.646771396,6,0.058,MEIOSIS_I,BP
-0.60261746,8,0.058,REGULATION_OF_ACTION_POTENTIAL,BP
-0.507482899,13,0.058,UBIQUITIN_LIGASE_COMPLEX,CC
-0.50093711,14,0.058,LIPOPROTEIN_BIOSYNTHETIC_PROCESS,BP
-0.457458924,18,0.058,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NADH_OR_NADPH,MF
-0.416558983,26,0.058,INTRINSIC_TO_ORGANELLE_MEMBRANE,CC
0.424700751,16,0.058,STRUCTURAL_CONSTITUENT_OF_MUSCLE,MF
0.42791017,16,0.058,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS,MF
0.464236222,12,0.058,PHOSPHOLIPASE_ACTIVITY,MF
-0.378828253,36,0.059,ACID_AMINO_ACID_LIGASE_ACTIVITY,MF
0.387666729,21,0.059,RAS_GTPASE_ACTIVATOR_ACTIVITY,MF
0.485841982,11,0.059,ADAPTIVE_IMMUNE_RESPONSE,BP
0.512042381,10,0.059,MAINTENANCE_OF_LOCALIZATION,BP
0.536301526,9,0.059,ADP_BINDING,MF
0.694353465,4,0.059,STEROID_DEHYDROGENASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORSNAD_OR_NADP_AS_ACCEPTOR,MF
-0.943119838,1,0.06,NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,BP
-0.611458132,7,0.06,MONOVALENT_INORGANIC_CATION_TRANSPORT,BP
-0.404356657,30,0.06,SMALL_CONJUGATING_PROTEIN_LIGASE_ACTIVITY,MF
0.5102543,10,0.06,ADAPTIVE_IMMUNE_RESPONSE_GO_0002460,BP
0.762604282,3,0.06,RHODOPSIN_LIKE_RECEPTOR_ACTIVITY,MF
-0.45775405,18,0.061,RNA_EXPORT_FROM_NUCLEUS,BP
0.394246475,18,0.061,PROTEIN_KINASE_REGULATOR_ACTIVITY,MF
0.470143816,12,0.061,MYOFIBRIL,CC
-0.52640869,11,0.062,ENDORIBONUCLEASE_ACTIVITY,MF
0.41468878,15,0.062,MOTOR_ACTIVITY,MF
0.626627494,5,0.062,MAINTENANCE_OF_CELLULAR_LOCALIZATION,BP
-0.500139105,13,0.063,REGULATION_OF_PROTEIN_STABILITY,BP
-0.389239666,32,0.063,DNA_DEPENDENT_DNA_REPLICATION,BP
0.276649376,57,0.063,ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,BP
0.433639165,13,0.063,LIPASE_ACTIVITY,MF
0.505114772,9,0.063,FATTY_ACID_OXIDATION,BP
0.740900104,3,0.063,CORNIFIED_ENVELOPE,CC
-0.531785482,12,0.064,RESPONSE_TO_TEMPERATURE_STIMULUS,BP
-0.523792054,10,0.064,INTERACTION_WITH_HOST,BP
0.501971047,10,0.064,POSITIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS,BP
0.512975854,9,0.064,REGULATION_OF_T_CELL_ACTIVATION,BP
-0.81581523,2,0.065,BODY_FLUID_SECRETION,BP
-0.291816684,110,0.065,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,BP
0.393527637,19,0.065,REGULATION_OF_PHOSPHORYLATION,BP
0.479942449,11,0.065,HORMONE_METABOLIC_PROCESS,BP
0.558853197,8,0.065,POSITIVE_REGULATION_OF_T_CELL_ACTIVATION,BP
0.678671656,4,0.065,ARYLSULFATASE_ACTIVITY,MF
0.252029114,73,0.066,SOLUBLE_FRACTION,CC
0.401062622,18,0.066,CYTOKINE_ACTIVITY,MF
0.627489346,6,0.066,RESPONSE_TO_BACTERIUM,BP
0.843983791,2,0.066,AXON_GUIDANCE,BP
-0.710158022,4,0.067,NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY,MF
0.195890522,198,0.067,methylation,PTM
0.534406282,8,0.067,OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SULFUR_GROUP_OF_DONORS,MF
0.754188366,3,0.067,GLYCOSPHINGOLIPID_METABOLIC_PROCESS,BP
-0.523977658,11,0.069,CHROMATIN_REMODELING_COMPLEX,CC
-0.500951421,13,0.069,AEROBIC_RESPIRATION,BP
-0.279786351,125,0.07,GOLGI_APPARATUS,CC
0.394456184,17,0.07,GLUCOSE_METABOLIC_PROCESS,BP
0.594077184,6,0.07,RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITYENHANCER_BINDING,MF
-0.268352078,161,0.071,STRUCTURAL_MOLECULE_ACTIVITY,MF
0.29430917,40,0.071,PROTEIN_DOMAIN_SPECIFIC_BINDING,MF
0.340503841,28,0.071,MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,BP
0.532190674,9,0.071,REGULATION_OF_PROTEIN_SECRETION,BP
-0.582308033,8,0.072,CONDENSED_NUCLEAR_CHROMOSOME,CC
-0.453419517,18,0.072,CHROMOSOME_SEGREGATION,BP
0.219670194,105,0.072,ENZYME_BINDING,MF
0.464704722,12,0.072,HEPARIN_BINDING,MF
0.59521695,6,0.072,CARBOXYPEPTIDASE_ACTIVITY,MF
0.674633868,4,0.072,PATTERN_RECOGNITION_RECEPTOR_ACTIVITY,MF
-0.408154076,25,0.073,NUCLEAR_EXPORT,BP
0.37789298,21,0.073,KINASE_REGULATOR_ACTIVITY,MF
0.444887003,14,0.073,CONTRACTILE_FIBER_PART,CC
0.58225618,6,0.073,VACUOLE_ORGANIZATION_AND_BIOGENESIS,BP
0.607700476,6,0.073,GROWTH_FACTOR_BINDING,MF
0.292398102,39,0.074,TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,BP
0.435896089,14,0.074,PROTEIN_SECRETION,BP
0.515273763,9,0.074,POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,BP
0.177742318,294,0.075,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,BP
0.319733477,31,0.075,GENERATION_OF_NEURONS,BP
0.434453514,13,0.075,CASPASE_ACTIVATION,BP
0.53576824,8,0.075,NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY,BP
-0.46808208,15,0.076,RESPONSE_TO_HORMONE_STIMULUS,BP
-0.246608208,262,0.076,MITOCHONDRION,CC
0.243791861,73,0.076,palmitate,PTM
0.744349182,3,0.076,OXYGEN_BINDING,MF
-0.487309924,13,0.077,ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,BP
0.664073224,4,0.077,GLAND_DEVELOPMENT,BP
-0.461277625,16,0.078,LIPOPROTEIN_METABOLIC_PROCESS,BP
0.322270911,31,0.078,PROTEIN_COMPLEX_BINDING,MF
0.370470105,20,0.078,RECEPTOR_MEDIATED_ENDOCYTOSIS,BP
