pathway,logoddratios,pvalue,fdr,name
2369,-0.350803177288,0.949112090842,0.999999999988,ITGAV-ITGB3-EGFR complex
627,-0.466749108472,0.986516944314,0.999999999988,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)
731,0.126318077432,0.287814329615,0.999999999988,"SNARE complex (STX4, SNAP23, VAMP2)"
2849:2365:2364:2816,-0.184138033401,0.822160129275,0.999999999988,ITGAV-ITGB3-NOV complex
2966,-0.00804677434537,0.599018597635,0.999999999988,NuMA-LGN-G-alpha-i-1 complex
355,-0.174711918232,0.842306208496,0.999999999988,DNA-PK-Ku antigen complex
4095,-0.485168029065,0.959344269531,0.999999999988,Catulin (alpha) - catenin (beta) complex
5564,-0.485168029065,0.959344269531,0.999999999988,LMO4-gp130 complex
2189,0.0103721462477,0.541030949757,0.999999999988,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)"
3079,-0.184138033401,0.822160129275,0.999999999988,DGCR8-ILF3 complex
1256,-0.0829672385828,0.781087472433,0.999999999988,MLL-HCF complex
3078,-0.00804677434537,0.599018597635,0.999999999988,DGCR8-NCL complex
229,-0.25402941399,0.944923293902,0.999999999988,NAT complex
3075,0.0272436447393,0.442526367144,0.999999999988,UTX-MLL2/3 complex
1252,-0.0397031448913,0.693594312379,0.999999999988,EBAFa complex
3071,-0.378968150598,0.983037534872,0.999999999988,CTLH complex
2955:2960,0.116891962263,0.364981567795,0.999999999988,"LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated"
2174,0.033713649906,0.424602196246,0.999999999988,COP9 signalosome complex
2183,-0.0364278340844,0.672091351698,0.999999999988,Kaiso-NCOR complex
1258,-0.350803177288,0.949112090842,0.999999999988,"Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)"
308,-0.109152829768,0.986874380787,0.999999999988,"60S ribosomal subunit, cytoplasmic"
224,-0.174711918232,0.842306208496,0.999999999988,CAND1-CUL4B-RBX1 complex
5165,-0.184138033401,0.822160129275,0.999999999988,AP1G1-PACS1-FURIN complex
5608,-0.148876806181,0.874657247371,0.999999999988,Emerin architectural complex
5609,-0.258276583701,0.976273709461,0.999999999988,Emerin regulatory complex
57,-0.00804677434537,0.599018597635,0.999999999988,HDAC4-ERK2 complex
5341,0.116891962263,0.364981567795,0.999999999988,ELMO1-DOCK2 complex
2399,-0.651833172952,0.991802476831,0.999999999988,ITGA3-ITGB1-CD63 complex
2217,-0.157119400982,0.867456324984,0.999999999988,MDC1-MRN-ATM-FANCD2 complex
221,-0.350803177288,0.949112090842,0.999999999988,CAND1-CUL2-RBX1 complex
222,-0.350803177288,0.949112090842,0.999999999988,CAND1-CUL3-RBX1 complex
2770,-0.651833172952,0.991802476831,0.999999999988,ITGA6-ITGB4-CD9 complex
5450,-0.0675456810459,0.853911893745,0.999999999988,Mediator complex
924,-0.508935970855,0.998568425564,0.999999999988,Toposome
3166,-0.485168029065,0.959344269531,0.999999999988,AXIN-APC-betaCatenin-GSK3B complex
117,0.0931240204729,0.247999836455,0.999999999988,GPR56-CD81-Galphaq/11-Gbeta complex
116,-0.508935970855,0.998568425564,0.999999999988,"Polycomb repressive complex 1 (PRC1, hPRC-H)"
223,-0.651833172952,0.991802476831,0.999999999988,CAND1-CUL4A-RBX1 complex
1085:1086,-0.165719112808,0.857015842656,0.999999999988,DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1
112,-0.625998060901,0.999161508092,0.999999999988,Prefoldin complex
5800:5799,0.0471368313841,0.469687589624,0.999999999988,"Death-inducing signaling complex DISC (type I cells associated), stimulated"
2774,0.126318077432,0.287814329615,0.999999999988,MDC1-H2AFX-TP53BP1 complex
1413,-0.0774917057807,0.800310562825,0.999999999988,NCOR1 complex
2600,-0.258276583701,0.976273709461,0.999999999988,BRD4 complex
300,0.0272436447393,0.442526367144,0.999999999988,PC2 complex
2923,-0.00804677434537,0.599018597635,0.999999999988,SHARP-CtBP1-CtIP complex
531,-0.174711918232,0.842306208496,0.999999999988,XPA-ERCC1-ERCC4 complex
5331,-0.485168029065,0.959344269531,0.999999999988,YY1-MDM2-p53 complex
5337,0.116891962263,0.364981567795,0.999999999988,ELMO1-DOCK1 complex
5230,-0.302078452017,0.990567112645,0.999999999988,CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex
755,-0.290657849416,0.946004045792,0.999999999988,Exon junction complex (F4A3-MLN51-UPF3B-MAGOH-Y14-PYM)
5231,0.0470005816739,0.428352023707,0.999999999988,53BP1-containing complex
5232,-0.159522600822,0.960170259134,0.999999999988,"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)"
5233,-0.0675456810459,0.853911893745,0.999999999988,TNF-alpha/NF-kappa B signaling complex 5
2817,-0.466749108472,0.986516944314,0.999999999988,BRCA1-BARD1-BACH1-DNA damage complex I
5234,-0.290657849416,0.946004045792,0.999999999988,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
2815,-0.25402941399,0.944923293902,0.999999999988,BRCA1-BARD1-BACH1-DNA damage complex II
1737,-0.383997234247,0.993473567367,0.999999999988,SF3b complex
5862,-0.184138033401,0.822160129275,0.999999999988,CAV1-VDAC1-ESR1 complex
706,-0.00804677434537,0.599018597635,0.999999999988,"SNARE complex (HGS, SNAP25, STX13)"
822,-0.235131662387,0.974205259714,0.999999999988,"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)"
2678,-0.00804677434537,0.599018597635,0.999999999988,"FOXO3-TP53 complex, oxidative stress stimulated"
2679,-0.485168029065,0.959344269531,0.999999999988,p53-SP1 complex
3149,-0.157119400982,0.867456324984,0.999999999988,NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
301,-0.0383962789431,0.700160511334,0.999999999988,SMCC complex
302,-0.207905975191,0.943526083285,0.999999999988,INO80 chromatin remodeling complex
5695,-0.350803177288,0.949112090842,0.999999999988,TIP5-DNMT-HDAC1 complex
304,-0.625998060901,0.999161508092,0.999999999988,SRCAP-associated chromatin remodeling complex
306,-0.164131866715,0.99997303906,0.999999999988,"Ribosome, cytoplasmic"
3262,0.126318077432,0.287814329615,0.999999999988,SCAMP1-SCAMP2-SCAMP3 complex
5449,-0.157119400982,0.867456324984,0.999999999988,Splicing-associated factors complex
2601,-0.290657849416,0.946004045792,0.999999999988,P-TEFb-BRD4-TRAP220 complex
2348:2350:2345,-0.485168029065,0.959344269531,0.999999999988,ITGAV-ITGB5-CYR61 complex
847,-0.651833172952,0.991802476831,0.999999999988,RICH1-PAR3-aPKC polarity complex
846,0.00496485107387,0.536848763014,0.999999999988,"RICH1/AMOT polarity complex, Flag-Rich1 precipitated"
2254,0.0471368313841,0.469687589624,0.999999999988,CTGF/Hcs24-actin complex
509,-0.258276583701,0.976273709461,0.999999999988,TFIID complex
562,0.114364628594,0.211388870548,0.999999999988,LSm2-8 complex
848,-0.0779381549344,0.745719312074,0.999999999988,"RICH1/AMOT polarity complex, Flag-Amot precipitated"
5736,0.0471368313841,0.469687589624,0.999999999988,Pre-initiation complex (PIC)
5286,-0.0774917057807,0.800310562825,0.999999999988,TNF-alpha/NF-kappa B signaling complex 10
2255,-0.174711918232,0.842306208496,0.999999999988,Cofilin-actin-CAP1 complex
2256,-0.00804677434537,0.599018597635,0.999999999988,RIAM-Rap1-GTP complex
5342,-0.049773181624,0.670426815137,0.999999999988,ELMO1-DOCK1-RAC1 complex
3040,0.0226894997682,0.455366101436,0.999999999988,Multisynthetase complex
1204,-0.049773181624,0.670426815137,0.999999999988,Rap1 complex
159,-0.508935970855,0.998568425564,0.999999999988,Condensin I-PARP-1-XRCC1 complex
156,-0.350803177288,0.949112090842,0.999999999988,Retrotranslocation complex
157,-0.856089405318,0.999666723708,0.999999999988,Condensin I complex
3045,-0.0688090997999,0.715452988627,0.999999999988,hs4 enhancer complex (faster migrating complex)
3044,0.126318077432,0.287814329615,0.999999999988,SKI-NCOR1-SIN3A-HDAC1 complex
1160,-0.00804677434537,0.599018597635,0.999999999988,ING1-p300-PCNA complex
3046,-0.00804677434537,0.599018597635,0.999999999988,hs4 enhancer complex (slow migrating complex)
2322,-0.651833172952,0.991802476831,0.999999999988,ITGA6-ITGB4-LAMA5 complex
2320,0.0471368313841,0.469687589624,0.999999999988,ITGA6-ITGB4-CD151 complex
5378,-0.0239380695726,0.627372299605,0.999999999988,"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)"
5371,-0.485168029065,0.959344269531,0.999999999988,Grancalcin-sorcin complex
5370,0.116891962263,0.364981567795,0.999999999988,ERAP1-ERAP2 complex
5373,-0.00804677434537,0.599018597635,0.999999999988,"Chromatin remodeling complex (TACC2, TACC3, PCAF)"
2431,-0.049773181624,0.670426815137,0.999999999988,ITGA2-ITGB1-COL6A3 complex
1168,0.126318077432,0.287814329615,0.999999999988,SKI complex
5925,-0.00804677434537,0.599018597635,0.999999999988,"BRAF-CNK1 complex, not RAS stimulated"
219,0.0471368313841,0.469687589624,0.999999999988,CAND1-CUL1-RBX1 complex
353,-0.651833172952,0.991802476831,0.999999999988,DNA ligase IV-condensin complex
351,-0.22432148398,0.999999999988,0.999999999988,Spliceosome
350,0.0471368313841,0.469687589624,0.999999999988,DNA ligase IV-XRCC4-PNK complex
3980,0.126318077432,0.287814329615,0.999999999988,mTOR-RAPTOR complex
806,-0.00843305556565,0.584823358309,0.999999999988,BRM-SIN3A-HDAC complex
359,0.126318077432,0.287814329615,0.999999999988,DNA ligase IV-XRCC4-XLF complex
214,0.0773189358783,0.367311087928,0.999999999988,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)"
1165,-0.651833172952,0.991802476831,0.999999999988,RNF20-RNF40-UbE2E1 complex
5861,0.0471368313841,0.469687589624,0.999999999988,FAS-FADD-CASP10 complex
213,-0.00804677434537,0.599018597635,0.999999999988,DNA ligase IV-XRCC1 complex
2962,-0.049773181624,0.670426815137,0.999999999988,CRK-BCAR1-DOCK1 complex
2435,-0.174711918232,0.842306208496,0.999999999988,ITGA1-ITGB1-PTPN2 complex
761,0.0471368313841,0.469687589624,0.999999999988,"Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18-RNPS1-Acinus-S"
2969,-0.049773181624,0.670426815137,0.999999999988,"mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR)"
2843,-0.485168029065,0.959344269531,0.999999999988,ATRX-DAXX complex
1169,0.135310882856,0.223245532541,0.999999999988,"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)"
2434,-0.049773181624,0.670426815137,0.999999999988,ITGA1-ITGB1-COL6A3 complex
605,0.126318077432,0.287814329615,0.999999999988,"TIM (TIMM17ab, TIMM23, TIMM44) complex, mitochondrial"
728,-0.036722240825,0.699205052289,0.999999999988,CSA-POLIIa complex
1167,-0.0109913653038,0.59128955652,0.999999999988,Paf complex
1183,-0.223471931608,0.999164687749,0.999999999988,CDC5L complex
58,-0.466749108472,0.986516944314,0.999999999988,SMRT complex
1029,-0.082185324645,0.790856503621,0.999999999988,TFIIH transcription factor complex
3034,-0.184138033401,0.822160129275,0.999999999988,PAC1-PAC2 complex
2218,-0.290657849416,0.946004045792,0.999999999988,MDC1-MRE11-RAD50-NBS1 complex
1186,-0.0774917057807,0.800310562825,0.999999999988,ESCRT-III complex
2991,0.116891962263,0.364981567795,0.999999999988,"mTOR-signaling complex (mTOR/FRAP1, RAPTOR)"
2998,-0.174711918232,0.842306208496,0.999999999988,Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex
3036,-0.0688090997999,0.715452988627,0.999999999988,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)"
3032,-0.165719112808,0.857015842656,0.999999999988,"RNA-induced silencing complex, RISC"
1189,-0.14095918556,0.879349132096,0.999999999988,DNA double-strand break end-joining complex
2936,0.0773189358783,0.367311087928,0.999999999988,"Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)"
1146:2211,-0.651833172952,0.991802476831,0.999999999988,Cleavage stimulation factor
535,0.0459246067569,0.347989744529,0.999999999988,TRAP complex
2395,-0.049773181624,0.670426815137,0.999999999988,ITGA7-ITGB1-CD151 complex
533,-0.049773181624,0.670426815137,0.999999999988,IMP3-IMP4-MPP10 complex
2808,-0.767779104136,0.99834711158,0.999999999988,RAD9-RAD1-HUS1-APE1 complex
4158,-0.350803177288,0.949112090842,0.999999999988,HSP90-FKBP38-CAM-Ca(2+) complex
264,-0.184138033401,0.822160129275,0.999999999988,R/M complex (RAD50-MRE11 complex)
1037,-0.290657849416,0.946004045792,0.999999999988,TFIIH transcription factor core complex
2351,-0.485168029065,0.959344269531,0.999999999988,ITGB6-FYN-FN1 complex
1746,-0.0364278340844,0.672091351698,0.999999999988,SMN containing complex
2352,0.126318077432,0.287814329615,0.999999999988,ITGAV-ITGB6-SPP1 complex
284,-0.302078452017,0.990567112645,0.999999999988,CRSP complex
1095,-0.290657849416,0.946004045792,0.999999999988,"SNX complex (SNX1a, SNX2, SNX4, EGFR)"
1097,-0.171420814722,0.963697236036,0.999999999988,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
1090,-0.350803177288,0.949112090842,0.999999999988,APLG1-Rababtin5 complex
5423,-0.485168029065,0.959344269531,0.999999999988,HSP70-BAG5-PARK2 complex
1092,-0.350803177288,0.949112090842,0.999999999988,PCNA-KU antigen complex
720,0.116891962263,0.364981567795,0.999999999988,PU.1-SIN3A-HDAC complex
2359,-0.350803177288,0.949112090842,0.999999999988,ITGAV-ITGB3-ADAM15 complex
1150,-0.337457829748,0.992027657255,0.999999999988,Histone H3.3 complex
727,-0.00843305556565,0.584823358309,0.999999999988,CSA complex
938,-0.378968150598,0.983037534872,0.999999999988,"FACT complex, UV-activated"
1178,-0.228058052229,0.944289939787,0.999999999988,BCOR complex
726,-0.036722240825,0.699205052289,0.999999999988,DDB2 complex
1093,0.0773189358783,0.367311087928,0.999999999988,"SNX complex (SNX1a, SNX2, SNX4, INSR)"
3714,0.0471368313841,0.469687589624,0.999999999988,Pericentrin-GCP complex
549,0.0572068681167,0.322750944246,0.999999999988,DRIP complex
363,-0.184138033401,0.822160129275,0.999999999988,DNA ligase III-XRCC1 complex
238,0.085235591717,0.220739960584,0.999999999988,SWI-SNF chromatin remodeling-related-BRCA1 complex
3065,-0.177139715409,0.940799612652,0.999999999988,"RNA polymerase II complex, chromatin structure modifying"
2946,-0.184138033401,0.822160129275,0.999999999988,YY1-Notch1-RBP-Jkappa complex
236,-0.485168029065,0.959344269531,0.999999999988,WICH complex
230,-0.0194341297059,0.657846209167,0.999999999988,Mediator complex
232,-0.0705809623145,0.799992524225,0.999999999988,ARC complex
1199,-0.324968065237,0.980466489916,0.999999999988,Oligosaccharyltransferase complex (Stt3A variant)
2347,0.126318077432,0.287814329615,0.999999999988,ITGAV-ITGB5-SPP1 complex
2346,-0.049773181624,0.670426815137,0.999999999988,ITGAV-ITGB5-ADAM9 complex
1056,-0.00804677434537,0.599018597635,0.999999999988,ZNF198-SUMO1 complex
2342,-0.0688090997999,0.715452988627,0.999999999988,ITGAV-ITGB8-MMP14-TGFB1 complex
1058,-0.184138033401,0.822160129275,0.999999999988,"SNX complex (SNX1, SNX6)"
5451,-0.174711918232,0.842306208496,0.999999999988,MED18-MED20-MED29 mediator subcomplex
1193,-0.14095918556,0.879349132096,0.999999999988,Rap1 complex
1195,-0.485168029065,0.959344269531,0.999999999988,Exon junction complex (mRNA splicing-dependent)
2220,-0.00804677434537,0.599018597635,0.999999999988,RAD52-ERCC4-ERCC1 complex
5924,-0.485168029065,0.959344269531,0.999999999988,"RAF1-CNK1 complex, RAS stimulated"
2918,-0.174711918232,0.842306208496,0.999999999988,Ku antigen-YY1-alphaMyHC promoter complex
5922,-0.049773181624,0.670426815137,0.999999999988,"RAF1-RAS complex, EGF induced"
5343,-0.049773181624,0.670426815137,0.999999999988,ELMO1-DOCK1-CRKII complex
5923,-0.184138033401,0.822160129275,0.999999999988,"RAF1-BRAF complex, RAS stimulated"
553,-0.184138033401,0.822160129275,0.999999999988,RHOA-IP3R-TRPC1 complex
2381:3115,-0.485168029065,0.959344269531,0.999999999988,ITGA2B-ITGB3 complex
98,-0.00804677434537,0.599018597635,0.999999999988,p300-MDM2-p53 protein complex
95,-0.350803177288,0.949112090842,0.999999999988,Ku antigen-NARG1 complex
96,-0.0364278340844,0.672091351698,0.999999999988,Anaphase-promoting complex
3207,-0.184138033401,0.822160129275,0.999999999988,LIN2-LIN7-SAP97-MINT1 complex
3205,0.116891962263,0.364981567795,0.999999999988,SMAD3-SKI-NCOR complex
5401,-0.184138033401,0.822160129275,0.999999999988,PLEKHM2-KIF5B complex
5223,-0.485168029065,0.959344269531,0.999999999988,"Casein kinase II (beta-dimer, alpha'-dimer)"
5222,-0.049773181624,0.670426815137,0.999999999988,p14-Mp1-MEK1 complex
5220,0.0103721462477,0.541030949757,0.999999999988,CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex
5226,0.0471368313841,0.469687589624,0.999999999988,p14-Mp1-ERK2 complex
5225,-0.184138033401,0.822160129275,0.999999999988,"Casein kinase II (beta-dimer, alpha-dimer)"
3961,0.0471368313841,0.469687589624,0.999999999988,SMAD3-cSKI-SIN3A-HDAC1 complex
3067,0.0729719434355,0.330757316158,0.999999999988,"RNA polymerase II complex, incomplete (CDK8 complex), chromatin structure modifying"
288:287,-0.340733140555,0.996411815792,0.999999999988,ARC complex
5798,-0.485168029065,0.959344269531,0.999999999988,"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced"
2860,-0.184138033401,0.822160129275,0.999999999988,DSIF complex (DRB sensitivity-inducing factor complex)
2910,0.126318077432,0.287814329615,0.999999999988,PLC-gamma-2-Lyn-FcR-gamma complex
559,-0.0688090997999,0.715452988627,0.999999999988,Decapping complex
745,-0.165719112808,0.857015842656,0.999999999988,NCOR-SIN3-RPD3 complex
551,-0.350803177288,0.949112090842,0.999999999988,TDT-TDIF2-core-histone complex
5118,0.135310882856,0.223245532541,0.999999999988,"pRb2/p130-multimolecular complex (RB2, E2F4, HDAC1, SUV39H1, P300)"
5928,-0.651833172952,0.991802476831,0.999999999988,CNK1-SRC-RAF1 complex
1177,0.0471368313841,0.469687589624,0.999999999988,Polycomb repressive complex 4 (PRC4)
623,-0.485168029065,0.959344269531,0.999999999988,"TIM (TIMM9, TIMM10) complex, mitochondrial"
2710,-0.174711918232,0.842306208496,0.999999999988,LRP-1-Alpha-2-M-annexin VI complex
5177,-0.215794403947,0.971989215674,0.999999999988,"Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)"
2717,-0.485168029065,0.959344269531,0.999999999988,"Ubiquitin E3 ligase (TRIM25, DDX58)"
2715,0.0139427744253,0.510280995168,0.999999999988,"Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)"
5179,-0.378968150598,0.983037534872,0.999999999988,NCOA6-DNA-PK-Ku-PARP1 complex
2719,-0.165719112808,0.857015842656,0.999999999988,Casein kinase II-HMG1 complex
615:227:390:2772:2773:2187,0.116891962263,0.364981567795,0.999999999988,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)"
620,-0.0109913653038,0.59128955652,0.999999999988,CoREST-HDAC complex
1223,-0.340733140555,0.996411815792,0.999999999988,"H2AX complex, isolated from cells without IR exposure"
490,-0.184138033401,0.822160129275,0.999999999988,TFIIA complex
492,-0.215794403947,0.971989215674,0.999999999988,DA complex
493,-0.112009074129,0.880916065059,0.999999999988,DAB complex
4389,-0.165719112808,0.857015842656,0.999999999988,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)"
1220,0.0471368313841,0.469687589624,0.999999999988,TRF2-Ku complex
3186,-0.485168029065,0.959344269531,0.999999999988,"GRB2-SHP-2 complex, PDGF stimulated"
2406,-0.485168029065,0.959344269531,0.999999999988,ITGA3-ITGB1 complex
1377,-0.165719112808,0.857015842656,0.999999999988,hASC-1 complex
2153,0.0471368313841,0.469687589624,0.999999999988,ITGAM-ITGB2-CD11 complex
2535,-0.165719112808,0.857015842656,0.999999999988,"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated"
1750,0.0103721462477,0.541030949757,0.999999999988,PPP4C-PPP4R2-Gemin3-Gemin4 complex
2534,-0.049773181624,0.670426815137,0.999999999988,"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated"
1191,-0.0779381549344,0.745719312074,0.999999999988,RNA pol II containing coactivator complex Tat-SF
1176,-0.555059409654,0.996587145427,0.999999999988,CRM1-RAN-PHAX-CBC complex (cap binding complex)
1174,-0.651833172952,0.991802476831,0.999999999988,PHAX-CBC complex (cap binding complex)
143,-0.184138033401,0.822160129275,0.999999999988,APP-FE65-LRP complex
1170,-0.767779104136,0.99834711158,0.999999999988,cMYC-ATPase-helicase complex
613,0.116891962263,0.364981567795,0.999999999988,CTF18-CTF8-DCC1-RFC3 complex
617,-0.184138033401,0.822160129275,0.999999999988,CASK-LIN7C-APBA1 complex
614,-0.207905975191,0.943526083285,0.999999999988,NRD complex (Nucleosome remodeling and deacetylation complex)
149,-0.112009074129,0.880916065059,0.999999999988,PBAF complex (Polybromo- and BAF containing complex)
5531,0.126318077432,0.287814329615,0.999999999988,Tumor necrosis factor receptor 1 signaling complex
5535,-0.485168029065,0.959344269531,0.999999999988,PLCB3-PARD3-PARD6A complex
5534,-0.485168029065,0.959344269531,0.999999999988,PLCB1-PARD3-PARD6A complex
2376,-0.466749108472,0.986516944314,0.999999999988,ITGA2B-ITGB3-FN1-TGM2 complex
2377,-0.767779104136,0.99834711158,0.999999999988,ITGA2b-ITGB3-CD47-SRC complex
2343,-0.174711918232,0.842306208496,0.999999999988,ITGAV-ITGB5-PLAUR complex
3118,0.0272144528748,0.474927680424,0.999999999988,SMN1-SIP1-SNRP complex
3117,-0.651833172952,0.991802476831,0.999999999988,ITGB5-ITGAV-VTN complex
2370,-0.651833172952,0.991802476831,0.999999999988,ITGA2b-ITGB3-CD9 complex
3112,0.0471368313841,0.469687589624,0.999999999988,ITGA5-ITGB1-SPP1 complex
1248:5816,-0.485168029065,0.959344269531,0.999999999988,Apoptosome
1571,-0.0688090997999,0.715452988627,0.999999999988,Vigilin-DNA-PK-Ku antigen complex
1379,0.0773189358783,0.367311087928,0.999999999988,GALNS-lysosomal hydrolase 1.27 MDa complex
634,-0.0109913653038,0.59128955652,0.999999999988,XFIM complex
2323:2321,-0.485168029065,0.959344269531,0.999999999988,ITGA6-ITGB4 complex
2318,-0.25402941399,0.944923293902,0.999999999988,ITGA6-ITGB4-Laminin10/12 complex
2319,-0.555059409654,0.996587145427,0.999999999988,ITGA6-ITGB4-Laminin10/12 complex
1060,0.0981531041213,0.282194720301,0.999999999988,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)"
1064,-0.184138033401,0.822160129275,0.999999999988,IFP35-NMI complex
5269,-0.324968065237,0.980466489916,0.999999999988,TNF-alpha/NF-kappa B signaling complex 8
5268,-0.625998060901,0.999161508092,0.999999999988,TNF-alpha/NF-kappa B signaling complex 7
5919,-0.235131662387,0.974205259714,0.999999999988,BRAF-RAF1-14-3-3 complex
298,-0.184138033401,0.822160129275,0.999999999988,VEGF transcriptional complex
297,-0.290657849416,0.946004045792,0.999999999988,PCNA-DNA polymerase delta complex
5859,-0.0688090997999,0.715452988627,0.999999999988,FAS-FADD-CASP8-CASP10 complex
1083,-0.00804677434537,0.599018597635,0.999999999988,P-TEFb.4 complex
194,-0.148594995894,0.956154337589,0.999999999988,PA28gamma-20S proteasome
191,-0.197311161711,0.981203439022,0.999999999988,20S proteasome
190,0.116891962263,0.364981567795,0.999999999988,Mitotic checkpoint complex (MCC)
193,-0.19652633485,0.999453920975,0.999999999988,PA700-20S-PA28 complex
192,-0.243199662727,0.995454432799,0.999999999988,PA28-20S proteasome
270,-0.290657849416,0.946004045792,0.999999999988,RAD17-RFC complex
274,-0.383997234247,0.993473567367,0.999999999988,RAD17-RFC-9-1-1 checkpoint supercomplex
2858:1352:2848:2847,-0.485168029065,0.959344269531,0.999999999988,HBO1 complex
1068,-0.516824399611,0.999806112821,0.999999999988,12S U11 snRNP
2826,-0.350803177288,0.949112090842,0.999999999988,ITGB3-ITGAV-VTN complex
5466,-0.350803177288,0.949112090842,0.999999999988,IKB(beta)-RELA-cREL complex
5228,-0.350803177288,0.949112090842,0.999999999988,REL-MAP3K8-RELA-TNIP2-PAPOLA complex
429,0.116891962263,0.364981567795,0.999999999988,"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)"
3552,-0.0109913653038,0.59128955652,0.999999999988,COG1-COG8-COG5-COG6-COG7 subcomplex
3551,-0.0109913653038,0.59128955652,0.999999999988,COG1-COG8-COG2-COG3-COG4 subcomplex
5829,-0.184138033401,0.822160129275,0.999999999988,IKBKG-CHUK complex
5559,-0.184138033401,0.822160129275,0.999999999988,CDC2-CCNA2-CDK2 complex
1254,-0.0239380695726,0.627372299605,0.999999999988,Menin-associated histone methyltransferase complex
624,0.116891962263,0.364981567795,0.999999999988,LSD1-CoREST complex
813,-0.350803177288,0.949112090842,0.999999999988,"Upf complex (UPF1, UPF2, UPF3b)"
814,-0.148876806181,0.874657247371,0.999999999988,Postsplicing complex
1261,-0.25402941399,0.944923293902,0.999999999988,SRm160/300 complex
918,-0.184138033401,0.822160129275,0.999999999988,PAR3-PAR6-PALS1 complex
2911,-0.651833172952,0.991802476831,0.999999999988,SMRT-SKIP-CBF1 complex
5183,-0.19132979407,0.942397654663,0.999999999988,DNA-PK-Ku-eIF2-NF90-NF45 complex
2851,0.085235591717,0.220739960584,0.999999999988,ING2 complex
2850,-0.350803177288,0.949112090842,0.999999999988,ITGA5-ITGB1-FN-1-NOV complex
2853,-0.049773181624,0.670426815137,0.999999999988,ITGA5-ITGB1-CAL4A3 complex
714,-0.00726584309801,0.581713541686,0.999999999988,BRM-SIN3A complex
713,-0.0626125878135,0.792149313961,0.999999999988,BRG1-SIN3A complex
5229,-0.350803177288,0.949112090842,0.999999999988,RPA complex
5465,-0.651833172952,0.991802476831,0.999999999988,IKB(epsilon)-RELA-cREL complex
749,0.0103721462477,0.541030949757,0.999999999988,MeCP2-SIN3A-HDAC complex
2821,-0.184138033401,0.822160129275,0.999999999988,hSIR2-p53 complex
2547,0.0471368313841,0.469687589624,0.999999999988,PLC-gamma-1-SLP-76-SOS1-LAT complex
3093,0.116891962263,0.364981567795,0.999999999988,APP-TIMM23 complex
1243,-0.485168029065,0.959344269531,0.999999999988,"Ubiquitin E3 ligase (SPOP, DAXX, CUL3)"
3150,-0.184138033401,0.822160129275,0.999999999988,NK-3-Groucho complex
1245,-0.184138033401,0.822160129275,0.999999999988,Protein phosphatase 4 complex
644,-0.00804677434537,0.599018597635,0.999999999988,ASPP1-SAM68 complex
438,-0.856089405318,0.999666723708,0.999999999988,GCN5-TRRAP histone acetyltransferase complex
5828,-0.184138033401,0.822160129275,0.999999999988,IKBKG-IKBKB  complex
648,-0.049773181624,0.670426815137,0.999999999988,HDAC1-associated core complex cI
