protein,type,pval,fdr
ILVBL,2.0,0.0980097379478,0.573660536979
BRD4,2.0,0.0980097379478,0.573660536979
GOLGB1,2.0,0.0979736924861,0.573660536979
PRKCA,2.0,0.0986096353074,0.575135915276
C3orf17,2.0,0.0985253460657,0.575135915276
SSB,2.0,0.101251228628,0.580457245879
PTGIS,2.0,0.100122942246,0.580457245879
GMIP,2.0,0.10075045147,0.580457245879
PPIG,2.0,0.101251228628,0.580457245879
UBR3,2.0,0.101251228628,0.580457245879
UQCRFS1,2.0,0.101421821012,0.580457245879
FASTKD1,2.0,0.101251228628,0.580457245879
ALG6,2.0,0.101803810889,0.580457245879
TRIM27,2.0,0.0996994527951,0.580457245879
PGM1,2.0,0.101803810889,0.580457245879
INADL,2.0,0.101803810889,0.580457245879
BRAF,2.0,0.101737028571,0.580457245879
ATP13A1,2.0,0.10075045147,0.580457245879
TTC5,2.0,0.102906226888,0.584109707572
POLD3,2.0,0.10407607038,0.584109707572
ZNF512B,2.0,0.104917195736,0.584109707572
PRPF6,2.0,0.104917195736,0.584109707572
CEP41,2.0,0.103704022024,0.584109707572
UCKL1,2.0,0.104917195736,0.584109707572
RGS19,2.0,0.104917195736,0.584109707572
DNAJC5,2.0,0.104917195736,0.584109707572
TPD52L2,2.0,0.104917195736,0.584109707572
TMEM209,2.0,0.103704022024,0.584109707572
CAPN5,2.0,0.104147858349,0.584109707572
ZGPAT,2.0,0.104917195736,0.584109707572
GMEB2,2.0,0.104917195736,0.584109707572
ARFRP1,2.0,0.104917195736,0.584109707572
FARP1,2.0,0.105908413874,0.586135567871
STON1,2.0,0.10599004221,0.586135567871
PPP1R21,2.0,0.10599004221,0.586135567871
DOCK9,2.0,0.105908413874,0.586135567871
DCAF7,2.0,0.106348134081,0.586155465675
ACE,2.0,0.106348134081,0.586155465675
STK24,2.0,0.107049386183,0.588060332404
PTN,2.0,0.106884768512,0.588060332404
TMED1,2.0,0.109009848155,0.597836762601
AGAP1,2.0,0.109917655543,0.600822622942
COPS8,2.0,0.109917655543,0.600822622942
ATP5E,2.0,0.110570577718,0.603394225271
DYNC1I2,2.0,0.110998422869,0.603736487548
CYBRD1,2.0,0.110998422869,0.603736487548
PAK4,2.0,0.114903800558,0.604472373074
PPAN,2.0,0.120745784055,0.604472373074
C19orf66,2.0,0.120745784055,0.604472373074
RABL3,2.0,0.117642061212,0.604472373074
PLEKHM2,2.0,0.124183345943,0.604472373074
DCP1B,2.0,0.112387381664,0.604472373074
TACO1,2.0,0.118471759498,0.604472373074
FBLIM1,2.0,0.124183345943,0.604472373074
ASNA1,2.0,0.121697060263,0.604472373074
SLC9A3R1,2.0,0.124659860428,0.604472373074
HELZ,2.0,0.118947708209,0.604472373074
DDX5,2.0,0.118471759498,0.604472373074
TNPO2,2.0,0.121697060263,0.604472373074
LUZP1,2.0,0.123877187131,0.604472373074
SPEN,2.0,0.124183345943,0.604472373074
FBXW9,2.0,0.121697060263,0.604472373074
C1RL,2.0,0.115548464058,0.604472373074
MEST,2.0,0.115142038386,0.604472373074
SEPP1,2.0,0.120884151,0.604472373074
KPNA1,2.0,0.116618840139,0.604472373074
RAB11FIP1,2.0,0.122029756955,0.604472373074
VAPB,2.0,0.123193104582,0.604472373074
NDUFB4,2.0,0.117642061212,0.604472373074
CC2D1A,2.0,0.119318824356,0.604472373074
SRGAP2,2.0,0.116657689826,0.604472373074
C19orf43,2.0,0.121697060263,0.604472373074
PPIL1,2.0,0.119667264517,0.604472373074
C1S,2.0,0.124570282671,0.604472373074
CSTF1,2.0,0.123029280745,0.604472373074
EFHD2,2.0,0.124183345943,0.604472373074
FNDC3B,2.0,0.117354585497,0.604472373074
GORASP2,2.0,0.119608585091,0.604472373074
NCEH1,2.0,0.12047969351,0.604472373074
FDXR,2.0,0.124659860428,0.604472373074
ABCF2,2.0,0.123347656441,0.604472373074
KDM5A,2.0,0.111887872953,0.604472373074
POLG2,2.0,0.118471759498,0.604472373074
MAPKAPK2,2.0,0.116657689826,0.604472373074
ERC1,2.0,0.111887872953,0.604472373074
MTCH1,2.0,0.119667264517,0.604472373074
PDIA4,2.0,0.112354390463,0.604472373074
PHB2,2.0,0.124603703309,0.604472373074
CD163,2.0,0.115548464058,0.604472373074
GTF2E1,2.0,0.117642061212,0.604472373074
PARP9,2.0,0.116618840139,0.604472373074
SMARCD3,2.0,0.123347656441,0.604472373074
LPCAT3,2.0,0.124570282671,0.604472373074
PIGR,2.0,0.116657689826,0.604472373074
EIF3G,2.0,0.120745784055,0.604472373074
CLNS1A,2.0,0.119919900005,0.604472373074
IKBKE,2.0,0.116657689826,0.604472373074
COPG2,2.0,0.115142038386,0.604472373074
MAN2B1,2.0,0.121697060263,0.604472373074
PRDX2,2.0,0.115790050874,0.604472373074
RNASEH2A,2.0,0.115790050874,0.604472373074
NECAP2,2.0,0.124183345943,0.604472373074
DDI2,2.0,0.124183345943,0.604472373074
AARS2,2.0,0.115701612109,0.604472373074
EMG1,2.0,0.124570282671,0.604472373074
JUNB,2.0,0.115790050874,0.604472373074
C1R,2.0,0.115548464058,0.604472373074
MRPL14,2.0,0.112439911632,0.604472373074
DHPS,2.0,0.121697060263,0.604472373074
DNAJC16,2.0,0.124183345943,0.604472373074
USP15,2.0,0.120934163529,0.604472373074
PPP1R3D,2.0,0.121972947665,0.604472373074
DNASE2,2.0,0.115790050874,0.604472373074
CYP2S1,2.0,0.118648227374,0.604472373074
DTX3L,2.0,0.116618840139,0.604472373074
WDR83,2.0,0.121697060263,0.604472373074
TMEM63B,2.0,0.112439911632,0.604472373074
PEX5,2.0,0.115548464058,0.604472373074
EIF2D,2.0,0.116657689826,0.604472373074
SERBP1,2.0,0.112546778541,0.604472373074
SLC39A7,2.0,0.128548009861,0.617889925304
RXRB,2.0,0.128548009861,0.617889925304
RING1,2.0,0.128548009861,0.617889925304
HSD17B8,2.0,0.128548009861,0.617889925304
VPS52,2.0,0.128548009861,0.617889925304
BRD2,2.0,0.128548009861,0.617889925304
CHCHD3,2.0,0.129422071521,0.621188375209
CLEC16A,2.0,0.138105840315,0.621619402305
CD9,2.0,0.136976911665,0.621619402305
COMTD1,2.0,0.138079088423,0.621619402305
SDHB,2.0,0.136977212397,0.621619402305
BTN3A3,2.0,0.140226209289,0.621619402305
VDAC2,2.0,0.138079088423,0.621619402305
PRDM2,2.0,0.136977212397,0.621619402305
FAM168A,2.0,0.139473494402,0.621619402305
HM13,2.0,0.135183761754,0.621619402305
CIC,2.0,0.138974025789,0.621619402305
CROCC,2.0,0.136977212397,0.621619402305
HSPA8,2.0,0.138615027352,0.621619402305
AP3D1,-2.0,0.136810433085,0.621619402305
MOB3A,-2.0,0.136810433085,0.621619402305
REEP6,-2.0,0.139452571921,0.621619402305
SLC29A1,2.0,0.131425043294,0.621619402305
DYNLRB1,2.0,0.135183761754,0.621619402305
RCC2,2.0,0.136977212397,0.621619402305
NUBP1,2.0,0.138105840315,0.621619402305
UQCR11,-2.0,0.139452571921,0.621619402305
DAZAP1,-2.0,0.139452571921,0.621619402305
CDK5RAP1,2.0,0.135183761754,0.621619402305
TOMM40,2.0,0.138974025789,0.621619402305
PSMD12,2.0,0.139058043884,0.621619402305
EVI2B,-2.0,0.131771266634,0.621619402305
LIPE,2.0,0.138974025789,0.621619402305
SLC35B2,2.0,0.131425043294,0.621619402305
CERS6,2.0,0.134255713891,0.621619402305
HSP90AB1,2.0,0.131425043294,0.621619402305
ABT1,2.0,0.140226209289,0.621619402305
ZBTB20,2.0,0.137979157199,0.621619402305
UBR4,2.0,0.136977212397,0.621619402305
PRKCI,2.0,0.131785124617,0.621619402305
ERF,2.0,0.138974025789,0.621619402305
TM9SF4,2.0,0.129902013287,0.621619402305
ARHGEF10L,2.0,0.136977212397,0.621619402305
NDUFS7,-2.0,0.139452571921,0.621619402305
PAFAH1B3,2.0,0.138974025789,0.621619402305
ZNF574,2.0,0.138974025789,0.621619402305
HMGN4,2.0,0.140226209289,0.621619402305
ALDH4A1,2.0,0.136977212397,0.621619402305
PIGU,2.0,0.135183761754,0.621619402305
PADI2,2.0,0.136977212397,0.621619402305
RPS15,-2.0,0.139452571921,0.621619402305
SPC25,2.0,0.134255713891,0.621619402305
MFAP2,2.0,0.136977212397,0.621619402305
SEC62,2.0,0.131785124617,0.621619402305
MBD3,-2.0,0.139452571921,0.621619402305
MRTO4,2.0,0.136977212397,0.621619402305
AKR7A2,2.0,0.136977212397,0.621619402305
NFKBIE,2.0,0.131425043294,0.621619402305
GSK3A,2.0,0.138974025789,0.621619402305
HIST1H1E,2.0,0.140226209289,0.621619402305
HIST1H1D,2.0,0.140226209289,0.621619402305
AKR7A3,2.0,0.136977212397,0.621619402305
VWF,2.0,0.136976911665,0.621619402305
GAMT,-2.0,0.139452571921,0.621619402305
ATR,2.0,0.145384677386,0.626985280552
UTP3,2.0,0.143724504186,0.626985280552
ZNF384,2.0,0.147882830006,0.626985280552
GRSF1,2.0,0.143724504186,0.626985280552
RAB6A,2.0,0.144630874638,0.626985280552
KPNA2,2.0,0.146354302606,0.626985280552
XRN1,2.0,0.145384677386,0.626985280552
REEP5,-2.0,0.142320635886,0.626985280552
PZP,2.0,0.143186308296,0.626985280552
BPTF,2.0,0.144914075554,0.626985280552
CPT1A,2.0,0.145187868729,0.626985280552
OPTN,2.0,0.144199136218,0.626985280552
ENO2,2.0,0.147882830006,0.626985280552
SRP19,-2.0,0.142320635886,0.626985280552
NUDT5,2.0,0.145980772225,0.626985280552
POMGNT1,2.0,0.145580968281,0.626985280552
CAMK1D,2.0,0.145980772225,0.626985280552
ECT2,2.0,0.146216299007,0.626985280552
COG1,2.0,0.14679058189,0.626985280552
MLF2,2.0,0.147882830006,0.626985280552
ZC3HC1,2.0,0.145517313292,0.626985280552
PTPN6,2.0,0.147882830006,0.626985280552
CDC123,2.0,0.145980772225,0.626985280552
CDC42EP4,2.0,0.14679058189,0.626985280552
COPS7A,2.0,0.147882830006,0.626985280552
RUFY3,2.0,0.143724504186,0.626985280552
SCAMP4,-2.0,0.145615064048,0.626985280552
TPI1,2.0,0.147882830006,0.626985280552
USP5,2.0,0.147882830006,0.626985280552
C12orf57,2.0,0.147882830006,0.626985280552
COMMD10,2.0,0.144777401428,0.626985280552
GNA13,2.0,0.142227453584,0.626985280552
NFIA,2.0,0.14471677048,0.626985280552
PTMS,2.0,0.147882830006,0.626985280552
NOL11,2.0,0.148755581777,0.629877988393
ZNF217,2.0,0.14962820999,0.632762775494
PGLYRP2,2.0,0.153838011159,0.6472548383
RASAL3,2.0,0.153838011159,0.6472548383
WIZ,2.0,0.153838011159,0.6472548383
IRF2BPL,2.0,0.153548087023,0.6472548383
DERA,2.0,0.159214530027,0.651637677251
YTHDF1,2.0,0.156724224134,0.651637677251
CDKN1B,2.0,0.159214530027,0.651637677251
BCL2L1,2.0,0.15557355801,0.651637677251
WBP11,2.0,0.159214530027,0.651637677251
PARP2,2.0,0.156854539216,0.651637677251
KAZN,2.0,0.159805913592,0.651637677251
GMDS,2.0,0.159438539451,0.651637677251
NADSYN1,2.0,0.159521442747,0.651637677251
PLBD1,2.0,0.159214530027,0.651637677251
DIDO1,2.0,0.15765332507,0.651637677251
TEP1,2.0,0.156854539216,0.651637677251
EEF1A2,2.0,0.156724224134,0.651637677251
STRAP,2.0,0.159214530027,0.651637677251
KCTD21,2.0,0.159705543709,0.651637677251
DHCR7,2.0,0.159521442747,0.651637677251
NFIX,2.0,0.155189251975,0.651637677251
GAB2,2.0,0.159705543709,0.651637677251
ARHGDIB,2.0,0.159214530027,0.651637677251
MGP,2.0,0.159214530027,0.651637677251
ARFGAP1,2.0,0.156724224134,0.651637677251
DDX47,2.0,0.159214530027,0.651637677251
MLLT4,-2.0,0.156932179638,0.651637677251
TIPRL,2.0,0.158679314761,0.651637677251
SMOC2,-2.0,0.156932179638,0.651637677251
DHRS3,2.0,0.160179573783,0.652356958742
MRPS30,2.0,0.161242302756,0.655877361886
QTRTD1,2.0,0.161551706226,0.656328614854
NUCKS1,2.0,0.166825708179,0.676923456379
ZNF281,2.0,0.167678140118,0.679548540893
SEPT11,2.0,0.168367185992,0.680401218542
ELOVL1,2.0,0.168505775018,0.680401218542
MED8,2.0,0.168505775018,0.680401218542
MGST1,2.0,0.169791185767,0.68174071072
PCYT1A,2.0,0.170486715381,0.68174071072
LRRC15,2.0,0.170486715381,0.68174071072
TFRC,2.0,0.170486715381,0.68174071072
CPN2,2.0,0.170486715381,0.68174071072
ATP13A3,2.0,0.170486715381,0.68174071072
UBXN7,2.0,0.170486715381,0.68174071072
LSG1,2.0,0.170486715381,0.68174071072
C6,2.0,0.17147677801,0.684045482363
C7,2.0,0.17147677801,0.684045482363
PSMB1,-2.0,0.181843641522,0.688051398756
FBXO2,2.0,0.179062945056,0.688051398756
EZR,-2.0,0.181843641522,0.688051398756
THBS2,-2.0,0.181843641522,0.688051398756
SCAMP1,-2.0,0.175454345438,0.688051398756
SYNJ2,-2.0,0.181843641522,0.688051398756
FNDC1,-2.0,0.181843641522,0.688051398756
TCP1,-2.0,0.181843641522,0.688051398756
MTX3,-2.0,0.175454345438,0.688051398756
SNX9,-2.0,0.181843641522,0.688051398756
WDR41,-2.0,0.175454345438,0.688051398756
TBP,-2.0,0.181843641522,0.688051398756
C1orf116,2.0,0.175843853235,0.688051398756
PFKFB2,2.0,0.175843853235,0.688051398756
RAB22A,2.0,0.173638510765,0.688051398756
THBS4,-2.0,0.175454345438,0.688051398756
ARF5,2.0,0.18025478834,0.688051398756
NUF2,2.0,0.178711656591,0.688051398756
FGFR1OP,-2.0,0.181843641522,0.688051398756
PHF10,-2.0,0.181843641522,0.688051398756
GCC1,2.0,0.18025478834,0.688051398756
MTHFR,2.0,0.174421189236,0.688051398756
ACAT2,-2.0,0.181843641522,0.688051398756
SIRT5,2.0,0.180965169336,0.688051398756
DYNLT1,-2.0,0.181843641522,0.688051398756
PREX1,2.0,0.175157823025,0.688051398756
ETV6,2.0,0.177935577019,0.688051398756
MRPL18,-2.0,0.181843641522,0.688051398756
SOD2,-2.0,0.181843641522,0.688051398756
AKT2,2.0,0.17499882781,0.688051398756
RANBP9,2.0,0.180965169336,0.688051398756
WTAP,-2.0,0.181843641522,0.688051398756
ARSB,-2.0,0.175454345438,0.688051398756
PALM3,2.0,0.176016173229,0.688051398756
NOL7,2.0,0.180965169336,0.688051398756
TBCA,-2.0,0.175454345438,0.688051398756
MRPL48,2.0,0.180350654614,0.688051398756
RNASET2,-2.0,0.181843641522,0.688051398756
QKI,-2.0,0.181843641522,0.688051398756
FAM120B,-2.0,0.181843641522,0.688051398756
CREBBP,-2.0,0.180047637289,0.688051398756
PRKRIR,2.0,0.181567858365,0.688051398756
AP3B1,-2.0,0.175454345438,0.688051398756
HIST1H1B,2.0,0.18015766496,0.688051398756
PAAF1,2.0,0.180350654614,0.688051398756
PDE4D,2.0,0.183397112228,0.68919801152
NQO2,2.0,0.182571952656,0.68919801152
ALDH9A1,2.0,0.18322248845,0.68919801152
UCK2,2.0,0.18322248845,0.68919801152
MGST3,2.0,0.18322248845,0.68919801152
TMCO1,2.0,0.18322248845,0.68919801152
CALU,2.0,0.188455626856,0.690984151145
RGL2,2.0,0.189096055877,0.690984151145
CUTA,2.0,0.189096055877,0.690984151145
EPS8,2.0,0.184755091949,0.690984151145
ICAM1,2.0,0.18889261637,0.690984151145
DAXX,2.0,0.189096055877,0.690984151145
DDX52,2.0,0.187152577563,0.690984151145
ATP6V1F,2.0,0.188455626856,0.690984151145
NRF1,2.0,0.18857765478,0.690984151145
RBM42,2.0,0.185934649413,0.690984151145
TAPBP,2.0,0.189096055877,0.690984151145
MRPL4,2.0,0.18889261637,0.690984151145
EED,2.0,0.188319813071,0.690984151145
AATF,2.0,0.187152577563,0.690984151145
RPS18,2.0,0.189096055877,0.690984151145
TNPO3,2.0,0.188455626856,0.690984151145
WDR46,2.0,0.189096055877,0.690984151145
DNMT1,2.0,0.18889261637,0.690984151145
ME3,2.0,0.188319813071,0.690984151145
SYNRG,2.0,0.187152577563,0.690984151145
ACACA,2.0,0.187152577563,0.690984151145
PFDN6,2.0,0.189096055877,0.690984151145
FLNC,2.0,0.188455626856,0.690984151145
C11orf73,2.0,0.188319813071,0.690984151145
KIFC1,2.0,0.189096055877,0.690984151145
MAN1A2,2.0,0.195552647698,0.692040576262
DEF6,2.0,0.196352595678,0.692040576262
FKBP5,2.0,0.196352595678,0.692040576262
FCGR3A,2.0,0.203683069782,0.692040576262
PFDN2,2.0,0.203683069782,0.692040576262
XXYLT1,2.0,0.196951770326,0.692040576262
POLR2E,-2.0,0.20150829663,0.692040576262
DSP,2.0,0.201977174926,0.692040576262
STK11,-2.0,0.20150829663,0.692040576262
STK38,2.0,0.202272137837,0.692040576262
AZU1,-2.0,0.197739517524,0.692040576262
FCGR2A,2.0,0.203683069782,0.692040576262
FCGR2B,2.0,0.203683069782,0.692040576262
NACC1,2.0,0.197793777453,0.692040576262
GAS6,2.0,0.200806060041,0.692040576262
RIOK1,2.0,0.1957866838,0.692040576262
USF1,2.0,0.203683069782,0.692040576262
TXNDC5,2.0,0.201977174926,0.692040576262
ATP5D,-2.0,0.20150829663,0.692040576262
PPOX,2.0,0.203683069782,0.692040576262
PALM,-2.0,0.197739517524,0.692040576262
F11R,2.0,0.203683069782,0.692040576262
ITCH,2.0,0.197962451181,0.692040576262
PTBP1,-2.0,0.197739517524,0.692040576262
CHMP4B,2.0,0.197962451181,0.692040576262
CFD,-2.0,0.20150829663,0.692040576262
ELANE,-2.0,0.20150829663,0.692040576262
PVRL4,2.0,0.203683069782,0.692040576262
PRKAR1A,2.0,0.203824469694,0.692040576262
GPX4,-2.0,0.20150829663,0.692040576262
TEAD3,2.0,0.196352595678,0.692040576262
APOA2,2.0,0.203683069782,0.692040576262
CIRBP,-2.0,0.20150829663,0.692040576262
RPL10A,2.0,0.196352595678,0.692040576262
SHROOM3,2.0,0.191112225446,0.692040576262
CNN2,-2.0,0.20150829663,0.692040576262
MED16,-2.0,0.20150829663,0.692040576262
FCER1G,2.0,0.203683069782,0.692040576262
BSG,-2.0,0.197739517524,0.692040576262
POLRMT,-2.0,0.197739517524,0.692040576262
APOD,2.0,0.196951770326,0.692040576262
ETNK1,2.0,0.196297281182,0.692040576262
SSR1,2.0,0.1957866838,0.692040576262
PPP1R2,2.0,0.196951770326,0.692040576262
RNF170,2.0,0.198838024752,0.692040576262
DUSP12,2.0,0.203683069782,0.692040576262
NDUFS2,2.0,0.203683069782,0.692040576262
C19orf53,2.0,0.199066334654,0.692040576262
RREB1,2.0,0.1957866838,0.692040576262
SDHC,2.0,0.203683069782,0.692040576262
EEF1E1,2.0,0.201977174926,0.692040576262
STX10,2.0,0.197793777453,0.692040576262
TRMT1,2.0,0.197793777453,0.692040576262
RNF114,2.0,0.19585838642,0.692040576262
C8orf59,2.0,0.203545837963,0.692040576262
UFC1,2.0,0.203683069782,0.692040576262
RALY,2.0,0.197962451181,0.692040576262
CA13,2.0,0.203545837963,0.692040576262
MRI1,2.0,0.199066334654,0.692040576262
TSTD1,2.0,0.203683069782,0.692040576262
HMHA1,-2.0,0.20150829663,0.692040576262
WDR18,-2.0,0.20150829663,0.692040576262
RNF126,-2.0,0.197739517524,0.692040576262
EIF2S2,2.0,0.197962451181,0.692040576262
ACAP2,2.0,0.196951770326,0.692040576262
MYEF2,-2.0,0.192634835439,0.692040576262
CMAS,2.0,0.196297281182,0.692040576262
PRTN3,-2.0,0.20150829663,0.692040576262
NIT1,2.0,0.203683069782,0.692040576262
COL4A2,2.0,0.204828350711,0.694527948777
MAGOHB,2.0,0.204977102512,0.694527948777
CDC5L,2.0,0.205598502391,0.695920416998
YIF1B,2.0,0.207184422382,0.699141719202
SPINT2,2.0,0.207184422382,0.699141719202
PSMD8,2.0,0.207184422382,0.699141719202
SRPK1,2.0,0.208626590684,0.701073538787
MAT2B,2.0,0.208816884096,0.701073538787
MAPK14,2.0,0.208626590684,0.701073538787
MAPK13,2.0,0.208626590684,0.701073538787
NUDCD2,2.0,0.208816884096,0.701073538787
ZC3H7A,2.0,0.211251931409,0.703760195447
SLC35E1,2.0,0.210691658634,0.703760195447
SOX17,2.0,0.211907656049,0.703760195447
UBQLN4,2.0,0.21151781048,0.703760195447
ARHGEF2,2.0,0.21151781048,0.703760195447
GNG7,-2.0,0.212596442471,0.703760195447
GRAMD1A,2.0,0.211178377819,0.703760195447
LSM7,-2.0,0.212596442471,0.703760195447
TIMM13,-2.0,0.212596442471,0.703760195447
LMNB2,-2.0,0.212596442471,0.703760195447
MAP2K6,2.0,0.211673765564,0.703760195447
LTBP4,2.0,0.211681472932,0.703760195447
ADCK4,2.0,0.211681472932,0.703760195447
CHERP,2.0,0.210691658634,0.703760195447
NECAP1,2.0,0.214134910856,0.705536888703
A2M,2.0,0.214134910856,0.705536888703
LYN,2.0,0.214199890008,0.705536888703
RPS20,2.0,0.214199890008,0.705536888703
M6PR,2.0,0.214134910856,0.705536888703
ARID1B,-2.0,0.217054216307,0.71422715754
FOLR1,2.0,0.217547663911,0.715139288821
ILKAP,2.0,0.221168495401,0.72559941894
VCL,2.0,0.221139414643,0.72559941894
DCAF6,2.0,0.225394535797,0.734364265891
MPZL1,2.0,0.225394535797,0.734364265891
PRKAA1,2.0,0.225133182331,0.734364265891
RCSD1,2.0,0.225394535797,0.734364265891
RPL37,2.0,0.225133182331,0.734364265891
DPT,2.0,0.225394535797,0.734364265891
PPP2R2A,-2.0,0.225215546699,0.734364265891
PFDN4,2.0,0.228850960188,0.744891855653
CLIC5,2.0,0.230033784708,0.747126699616
INTS4,2.0,0.230215333205,0.747126699616
ENPP4,2.0,0.230033784708,0.747126699616
USP22,2.0,0.23096575974,0.748827223001
EXOC2,2.0,0.231697065321,0.750462482877
KIF13A,2.0,0.232461857746,0.75146760857
NUP153,2.0,0.232461857746,0.75146760857
TMEM189,2.0,0.233115625773,0.752110609202
CEBPB,2.0,0.233115625773,0.752110609202
ABCC4,2.0,0.235417105995,0.752197458478
GALNT7,-2.0,0.234766234159,0.752197458478
SAP30,-2.0,0.234766234159,0.752197458478
HMGB2,-2.0,0.234766234159,0.752197458478
UGGT2,2.0,0.235417105995,0.752197458478
CAP2,2.0,0.233876366878,0.752197458478
IFI30,2.0,0.23462929951,0.752197458478
DNAJC3,2.0,0.235417105995,0.752197458478
PIK3R2,2.0,0.23462929951,0.752197458478
AGA,-2.0,0.234766234159,0.752197458478
LSM1,2.0,0.236547754871,0.754352387037
ASH2L,2.0,0.236547754871,0.754352387037
TOP1,2.0,0.238172180621,0.756920861397
TRIM38,2.0,0.238726476697,0.756920861397
HIST1H1C,2.0,0.238726476697,0.756920861397
PLCG1,2.0,0.238172180621,0.756920861397
CREG1,2.0,0.238473826047,0.756920861397
POU2F1,2.0,0.238473826047,0.756920861397
VPS13D,2.0,0.239347848035,0.758164112503
ADAM9,2.0,0.244766035917,0.761658174483
POFUT1,2.0,0.253578968886,0.761658174483
STARD10,2.0,0.251962927244,0.761658174483
SYNGR2,2.0,0.246820101918,0.761658174483
HAUS3,2.0,0.248223185015,0.761658174483
MFAP5,2.0,0.241555001997,0.761658174483
RBBP4,2.0,0.243298394626,0.761658174483
TPX2,2.0,0.253578968886,0.761658174483
CPNE3,2.0,0.253497269606,0.761658174483
CIB1,2.0,0.249905442208,0.761658174483
PLIN1,2.0,0.249905442208,0.761658174483
COMMD7,2.0,0.253578968886,0.761658174483
AVL9,2.0,0.252567956561,0.761658174483
ATP1B1,2.0,0.253204764498,0.761658174483
HN1,2.0,0.248402650954,0.761658174483
IDH2,2.0,0.249905442208,0.761658174483
FCHSD2,2.0,0.241287533287,0.761658174483
KIFAP3,2.0,0.241774744239,0.761658174483
CLPB,2.0,0.250939234748,0.761658174483
ATP5H,2.0,0.248402650954,0.761658174483
ARAP1,2.0,0.251962927244,0.761658174483
LYPLA1,2.0,0.24354486932,0.761658174483
NME7,2.0,0.253204764498,0.761658174483
WRNIP1,2.0,0.245592087881,0.761658174483
MME,2.0,0.252758787389,0.761658174483
ICT1,2.0,0.248402650954,0.761658174483
TPMT,2.0,0.251891361503,0.761658174483
INPPL1,2.0,0.250939234748,0.761658174483
NT5C,2.0,0.248402650954,0.761658174483
GORAB,2.0,0.241774744239,0.761658174483
TK1,2.0,0.246820101918,0.761658174483
CHD2,2.0,0.242773854268,0.761658174483
HCK,2.0,0.253578968886,0.761658174483
FOLR2,2.0,0.250939234748,0.761658174483
PDRG1,2.0,0.253578968886,0.761658174483
ANPEP,2.0,0.249905442208,0.761658174483
SERPINB1,2.0,0.245592087881,0.761658174483
TRAPPC10,2.0,0.246018143997,0.761658174483
MAPRE1,2.0,0.253578968886,0.761658174483
PGS1,2.0,0.246820101918,0.761658174483
SCYL3,2.0,0.253204764498,0.761658174483
CDR2L,2.0,0.248402650954,0.761658174483
CDK18,2.0,0.247976402178,0.761658174483
SEMA4B,2.0,0.249905442208,0.761658174483
DOCK8,-2.0,0.244843538389,0.761658174483
MTAP,-2.0,0.245800399954,0.761658174483
SERPINB9,2.0,0.245592087881,0.761658174483
CDKN2A,-2.0,0.245800399954,0.761658174483
RAB8A,2.0,0.241722013687,0.761658174483
PLEKHF2,2.0,0.243613849703,0.761658174483
PARK7,2.0,0.244658271736,0.761658174483
ABHD10,2.0,0.241902197423,0.761658174483
LIN7C,2.0,0.247181119789,0.761658174483
KANK1,-2.0,0.244843538389,0.761658174483
SERPINB6,2.0,0.245592087881,0.761658174483
KIF3B,2.0,0.253578968886,0.761658174483
FKBP9,2.0,0.252567956561,0.761658174483
DCK,2.0,0.256068626656,0.768438247142
OGFR,2.0,0.257298990889,0.771430428713
BAG4,2.0,0.258065608434,0.773028049901
PLA2G4A,2.0,0.259324087583,0.77609480329
DLST,2.0,0.259752151698,0.776331365762
TPM4,2.0,0.260342148361,0.776331365762
APOE,2.0,0.260331459435,0.776331365762
APOC1,2.0,0.260331459435,0.776331365762
COL4A3BP,-2.0,0.260925994351,0.776671704158
IQGAP2,-2.0,0.260925994351,0.776671704158
MFI2,2.0,0.264931478451,0.778780799324
NCBP2,2.0,0.264931478451,0.778780799324
USF2,2.0,0.263634324281,0.778780799324
PARN,2.0,0.263662474586,0.778780799324
LRCH3,2.0,0.264124924274,0.778780799324
DLG1,2.0,0.264931478451,0.778780799324
F5,2.0,0.263984713118,0.778780799324
RPL35A,2.0,0.264124924274,0.778780799324
PAK2,2.0,0.264931478451,0.778780799324
EIF2B1,2.0,0.263324074191,0.778780799324
LSR,2.0,0.263634324281,0.778780799324
PIGX,2.0,0.264931478451,0.778780799324
GTF2H3,2.0,0.263324074191,0.778780799324
ATP6V0A2,2.0,0.263324074191,0.778780799324
DPM1,2.0,0.266149149272,0.78097181601
MOCS3,2.0,0.266149149272,0.78097181601
DCUN1D1,2.0,0.282508925878,0.781201169741
APRT,-2.0,0.281708534614,0.781201169741
SMG9,2.0,0.268414476683,0.781201169741
KLHDC4,-2.0,0.281708534614,0.781201169741
PPP1R7,2.0,0.283007183019,0.781201169741
MTM1,2.0,0.283072370164,0.781201169741
MPHOSPH6,-2.0,0.281708534614,0.781201169741
MTHFS,2.0,0.276372424013,0.781201169741
CDS2,2.0,0.279866286525,0.781201169741
TRAPPC2L,-2.0,0.281708534614,0.781201169741
SAMD1,2.0,0.28201498887,0.781201169741
TUBB3,-2.0,0.281708534614,0.781201169741
GCSH,-2.0,0.281708534614,0.781201169741
PRNP,2.0,0.279866286525,0.781201169741
ANKRD17,2.0,0.280465981674,0.781201169741
MAVS,2.0,0.279866286525,0.781201169741
DTYMK,2.0,0.283007183019,0.781201169741
PARL,2.0,0.283235622171,0.781201169741
GALNS,-2.0,0.281708534614,0.781201169741
RPL13,-2.0,0.281708534614,0.781201169741
