protein,type,meas,coef,wald,fdr
RBBP8,2.0,9.0,1.23400230603,1.67167027095e-05,6.3130486367877668e-05
GPT,2.0,70.0,1.0664371836,1.69172899986e-05,6.3859569990315891e-05
TGIF1,-2.0,6.0,-0.995889359951,1.69336056187e-05,6.3864314298599296e-05
ZNF394,2.0,6.0,0.731316282045,1.69325738387e-05,6.3864314298599296e-05
PDE4C,2.0,10.0,2.00652470517,1.69615236466e-05,6.3941174920119503e-05
SMYD2,2.0,15.0,0.700386054217,1.69973329999e-05,6.4047702578794573e-05
RASA2,2.0,14.0,0.816070736962,1.70243019978e-05,6.4118990926537289e-05
FXYD7,2.0,17.0,1.88309989912,1.7031370733e-05,6.4118990926537289e-05
FAM86B1,-2.0,22.0,-1.08726983176,1.70403934121e-05,6.4124497303024455e-05
CSNK2B,2.0,9.0,0.736134253584,1.70680264199e-05,6.4200000041533985e-05
CAPNS1,2.0,13.0,0.665684873314,1.7111349328e-05,6.4334425975201751e-05
C3orf33,2.0,22.0,0.743231514939,1.73728478183e-05,6.5288655381018826e-05
DHX35,2.0,10.0,0.70052068716,1.74011995422e-05,6.5366242035938069e-05
IPO8,2.0,10.0,0.619967530335,1.75590625918e-05,6.5930043782000175e-05
TTLL6,2.0,10.0,2.67430317052,1.76493876457e-05,6.6239869916253792e-05
ZNF461,2.0,12.0,0.991475615744,1.78324134497e-05,6.6897183051740493e-05
TCP11L1,2.0,6.0,0.977869386655,1.79210117202e-05,6.7199832630861507e-05
LAGE3,2.0,11.0,1.01846069704,1.81117203841e-05,6.7884936941039513e-05
RUFY3,2.0,5.0,1.14566325159,1.82223773479e-05,6.826952502852236e-05
TMEM87A,-2.0,8.0,-0.854674241935,1.82940166836e-05,6.8507659827878059e-05
THAP7,2.0,7.0,0.839648748638,1.83471114032e-05,6.8676168985804561e-05
CDCA7L,2.0,5.0,1.86617636675,1.8424757803e-05,6.8936389803842178e-05
PAFAH1B2,2.0,5.0,0.884616127659,1.84602716899e-05,6.9038811496225562e-05
FAM3C,2.0,11.0,0.87391763726,1.85578864967e-05,6.9373289231051993e-05
MTG1,2.0,6.0,1.07857828112,1.86515553083e-05,6.9687429583256485e-05
ZNF747,2.0,5.0,0.954533201044,1.86583532874e-05,6.9687429583256485e-05
BST2,2.0,15.0,1.75627560426,1.88476680838e-05,7.0363521428956101e-05
MYO1C,2.0,5.0,1.28901478244,1.9031969391e-05,7.1020309887596155e-05
AKAP1,2.0,8.0,0.956443605647,1.91332022815e-05,7.1366676231898908e-05
TM9SF4,2.0,14.0,0.579844585302,1.91855973339e-05,7.1530653444443738e-05
THRAP3,2.0,12.0,0.46997710319,1.9210473448e-05,7.1591931364762968e-05
TDRKH,2.0,28.0,0.614904054477,1.92367718353e-05,7.1658453538530893e-05
CHAF1A,2.0,5.0,1.26121649632,1.93266940818e-05,7.1961817033350803e-05
CUL7,2.0,10.0,0.843883380091,1.97183780334e-05,7.3388013373893934e-05
ZNF460,2.0,5.0,1.54105497318,1.9873843481e-05,7.393418438837817e-05
LMF2,-2.0,20.0,-0.63609309282,1.98868580776e-05,7.395016668753958e-05
NDUFS5,2.0,16.0,0.857104725947,2.01512556567e-05,7.4900504154310385e-05
SWT1,2.0,17.0,0.612662755644,2.02591311121e-05,7.5268484490804082e-05
ATF2,2.0,7.0,0.721176407466,2.05008918504e-05,7.6133347055554553e-05
IMMP2L,2.0,14.0,0.908919419517,2.06172919486e-05,7.6532109544096374e-05
ST6GALNAC2,2.0,13.0,1.86269900431,2.06535579802e-05,7.6633192820812197e-05
ARGLU1,2.0,8.0,1.00408887508,2.07465031034e-05,7.6944398479579412e-05
SKIV2L,2.0,9.0,0.724967000842,2.08353496593e-05,7.7240138029063533e-05
STT3A,2.0,6.0,0.865063062648,2.08646456291e-05,7.731495160600382e-05
PUSL1,2.0,5.0,1.33525904547,2.1010950813e-05,7.7823093797492861e-05
GFM1,2.0,19.0,0.517980007008,2.10459699383e-05,7.7918776523936225e-05
RFX5,2.0,33.0,0.4145093589,2.1103229796e-05,7.8096681993569154e-05
SLC35F2,-2.0,5.0,-1.68724856536,2.11841311652e-05,7.8361884231565698e-05
COPE,2.0,13.0,0.676253560315,2.12405383294e-05,7.853628862670173e-05
C1orf210,2.0,12.0,0.948117222676,2.12631821106e-05,7.8551529034140443e-05
TMEM126B,2.0,14.0,0.752813671016,2.12614519715e-05,7.8551529034140443e-05
MBOAT1,2.0,16.0,0.933994612297,2.13966217812e-05,7.9010076599121974e-05
METTL22,2.0,5.0,1.04990250079,2.1517267693e-05,7.9421002859973418e-05
NAA38,2.0,11.0,0.822036797731,2.1603156478e-05,7.9703337645410877e-05
POP7,2.0,6.0,0.954155390545,2.16433410016e-05,7.9816877554451493e-05
CHMP6,2.0,12.0,0.642507750264,2.1655566153e-05,7.9827254284971382e-05
PHLPP1,2.0,5.0,1.45095128901,2.17787420989e-05,8.0246433745924462e-05
NVL,2.0,17.0,0.504469927974,2.18892029403e-05,8.0618419166227166e-05
TNFSF10,2.0,43.0,0.998454767649,2.20529488686e-05,8.1186246659502737e-05
DENND4B,2.0,25.0,0.480640031007,2.21403676585e-05,8.1472710837172187e-05
ANKRD13B,2.0,6.0,1.69116266979,2.21653967975e-05,8.152944303404425e-05
GMPS,2.0,22.0,0.531680181126,2.22876843863e-05,8.1943709997830586e-05
WNK1,2.0,21.0,0.616550350268,2.23052047947e-05,8.1959836644629735e-05
MARCH7,2.0,9.0,0.750708879157,2.23155361516e-05,8.1959836644629735e-05
LGALS4,2.0,16.0,1.64342213135,2.23210590249e-05,8.1959836644629735e-05
NUBPL,2.0,5.0,1.1572103676,2.25467972356e-05,8.2752892320317079e-05
HDDC3,2.0,8.0,0.970494908456,2.25714834151e-05,8.2807665366259033e-05
PTK6,2.0,21.0,1.49326944183,2.25828513292e-05,8.2813551653428919e-05
BBS1,2.0,9.0,0.781348015824,2.285636361e-05,8.375171495262494e-05
DCXR,2.0,12.0,1.02293553786,2.28584319872e-05,8.375171495262494e-05
TAF6,2.0,6.0,0.906470395408,2.29748209798e-05,8.4141809823185188e-05
RNPEP,2.0,20.0,0.493586843317,2.30195306757e-05,8.4269166677405238e-05
ITPRIPL2,2.0,6.0,1.19340723752,2.30346341779e-05,8.4288078989144412e-05
ANKRD42,2.0,13.0,0.919235281803,2.3148542516e-05,8.4668364648706626e-05
UBN2,2.0,17.0,0.581980463395,2.31864296404e-05,8.4749051792813607e-05
PQLC1,-2.0,7.0,-0.957310543328,2.31905858537e-05,8.4749051792813607e-05
MECP2,2.0,10.0,0.683110874351,2.32140437843e-05,8.4798242626326511e-05
ABHD13,2.0,9.0,0.821370701822,2.33574932214e-05,8.5248819924089528e-05
RICTOR,2.0,10.0,0.84847912388,2.33476527549e-05,8.5248819924089528e-05
UBE2S,2.0,7.0,1.37911051211,2.34365338653e-05,8.5500507632625284e-05
ZFP14,2.0,11.0,0.84443219536,2.34472742631e-05,8.5502915004152723e-05
ZYG11B,2.0,8.0,0.799479658893,2.34761406441e-05,8.5571390177747965e-05
DHX9,2.0,16.0,0.353045202745,2.35216177074e-05,8.5663530010436523e-05
GLUL,2.0,16.0,0.807102533752,2.35200757011e-05,8.5663530010436523e-05
RBM38,2.0,26.0,0.732685720564,2.35740076421e-05,8.5817481896988292e-05
ZNF101,2.0,11.0,0.812575144071,2.36266920087e-05,8.5972373066401498e-05
B3GNTL1,2.0,12.0,0.864276163142,2.3781512409e-05,8.6498622750130744e-05
ZNF585A,2.0,12.0,0.819817460103,2.38139449984e-05,8.6578880100623683e-05
EPHB3,2.0,35.0,1.12132433994,2.38239927087e-05,8.6578880100623683e-05
LYNX1,2.0,69.0,1.00083560581,2.38964205963e-05,8.6804899142414174e-05
COG5,2.0,7.0,0.778250459816,2.39410902502e-05,8.6929934718447941e-05
LMNA,2.0,27.0,0.536960817832,2.42503341064e-05,8.8015119336962706e-05
NMD3,2.0,24.0,0.531971072742,2.47365240242e-05,8.9741315985314771e-05
NET1,2.0,18.0,0.737485357089,2.47978170368e-05,8.9925217659892677e-05
C17orf96,2.0,6.0,2.1312915492,2.51367396078e-05,9.1115309980233103e-05
LYAR,2.0,10.0,0.791047401616,2.51800970427e-05,9.1233482749425083e-05
SLC39A1,2.0,25.0,0.379426789655,2.52091559777e-05,9.129976985586964e-05
ARHGEF10,-2.0,33.0,-0.707124765067,2.53959665791e-05,9.1937084303783529e-05
SH3D19,2.0,5.0,1.31099263411,2.57093894078e-05,9.3032014060059391e-05
TIMM17A,2.0,17.0,0.543442118887,2.60494212259e-05,9.4222256220969226e-05
ST7,2.0,11.0,0.653292234086,2.62053708001e-05,9.4745931426566099e-05
ATP6V0E1,2.0,5.0,1.11699877577,2.62313022048e-05,9.4799277929913823e-05
ACOT13,2.0,15.0,0.675312169377,2.63323913045e-05,9.5124081364972139e-05
ITGB8,2.0,7.0,2.19230227045,2.64246263471e-05,9.5416637154586113e-05
MEPCE,2.0,7.0,0.83915530433,2.65805684181e-05,9.5938885669221571e-05
SIVA1,2.0,6.0,1.3720080759,2.66679678957e-05,9.6213400123739665e-05
C5orf22,2.0,11.0,0.653749110527,2.67262154691e-05,9.6382550853952811e-05
KDM5B,2.0,19.0,0.672599626303,2.68029359127e-05,9.6618148071181105e-05
EHMT2,2.0,9.0,0.827706636886,2.68484218543e-05,9.6741000071607421e-05
FAM35A,-2.0,6.0,-0.929320464684,2.69970947796e-05,9.7235396144646519e-05
FDXR,2.0,10.0,1.20918411707,2.73115704985e-05,9.8326290733547582e-05
PLEKHA5,2.0,10.0,0.860826041097,2.75480119219e-05,9.9104440628192223e-05
TMEM104,2.0,10.0,0.801710811472,2.7551081231e-05,9.9104440628192223e-05
TMEM59,2.0,9.0,0.910294941586,2.77266860632e-05,9.9693832635818836e-05
SIAH2,2.0,21.0,0.67599899181,2.77513841546e-05,9.9740356101287825e-05
DENND4C,2.0,9.0,0.897670332475,2.78375839034e-05,0.00010000778766132567
ATP5E,2.0,21.0,0.710395061723,2.78545526412e-05,0.00010002638251581341
CPT2,2.0,8.0,0.787624687612,2.79307034782e-05,0.00010025739606520789
SRP9,2.0,18.0,0.600248250567,2.80424174896e-05,0.00010061581435995685
CIR1,2.0,7.0,0.813963891576,2.85236153977e-05,0.00010229907222117859
RWDD4,-2.0,10.0,-0.803725891049,2.86229943969e-05,0.00010261210417350917
SUGT1,-2.0,7.0,-0.928300700203,2.86600516416e-05,0.00010261484087111123
BZW2,2.0,5.0,1.28209855595,2.8659117884e-05,0.00010261484087111123
HEXA,2.0,5.0,1.06157173546,2.86575844229e-05,0.00010261484087111123
MAPRE2,2.0,8.0,1.07870566509,2.86723697762e-05,0.00010261562887835727
ZNF721,2.0,12.0,0.785879732286,2.86892958168e-05,0.0001026329005138686
FCHO1,2.0,13.0,1.46196018494,2.87111062954e-05,0.00010266762377625539
ERMP1,-2.0,6.0,-1.25877719494,2.88875800424e-05,0.00010325514282339573
MRPS26,2.0,12.0,0.771832125606,2.89688910274e-05,0.00010350216246603176
TNIP2,2.0,10.0,0.686518793624,2.9146631811e-05,0.00010404955009279566
ARMC6,2.0,14.0,0.656232437948,2.91460777507e-05,0.00010404955009279566
RBL1,2.0,14.0,0.830010222313,2.92075113336e-05,0.00010422301688345547
PFDN6,2.0,6.0,1.07354985056,2.93084670965e-05,0.00010453928423556161
ZNF596,-2.0,37.0,-0.643210494856,2.94933168596e-05,0.00010515439832009238
LRFN1,2.0,18.0,1.28020183792,2.9529620103e-05,0.00010523959567791251
MPI,2.0,5.0,1.12194051328,2.96836382067e-05,0.00010574406521161895
ZNHIT1,2.0,5.0,1.24142075734,2.98834390615e-05,0.00010641113774969076
TEAD3,2.0,8.0,0.831174643572,3.00131004923e-05,0.0001068279976399629
PPARD,2.0,8.0,0.821007182747,3.01528278637e-05,0.00010728032128341616
C1orf43,2.0,24.0,0.42699939432,3.02967690566e-05,0.00010774725163008633
SUPT7L,2.0,6.0,0.645225320663,3.05607547164e-05,0.00010864053709308122
SIDT2,2.0,5.0,1.18755280898,3.06499694366e-05,0.00010891204053679192
ERC1,2.0,20.0,0.63872132497,3.06968199937e-05,0.00010903284220549317
DUSP23,2.0,19.0,0.808343569949,3.08300096043e-05,0.00010946008432962392
ZNF345,2.0,12.0,1.0478464811,3.09078557094e-05,0.00010969055737532571
PDAP1,2.0,6.0,0.814950630591,3.12253955366e-05,0.00011072483484182767
BCAS3,2.0,18.0,0.725239967387,3.12242861125e-05,0.00011072483484182767
DYNLL2,2.0,7.0,0.895750788542,3.13261772998e-05,0.00011103578598269577
AKAP3,2.0,15.0,1.54921300622,3.15371587618e-05,0.00011169026330587826
SLC25A37,-2.0,24.0,-0.727026955316,3.15270050294e-05,0.00011169026330587826
CCDC87,2.0,9.0,1.64481694153,3.20538851176e-05,0.00011347289380934652
C11orf1,-2.0,5.0,-1.49394589671,3.21106290632e-05,0.00011362634781562587
C1orf56,2.0,32.0,0.562098300999,3.22639758139e-05,0.00011412136899658212
THAP5,2.0,8.0,1.02718622053,3.22857715454e-05,0.00011415086046178717
SSR1,2.0,12.0,0.659280908464,3.23460389092e-05,0.00011431629251158115
MSL2,2.0,15.0,0.480651854541,3.24517483786e-05,0.00011464211984487451
VARS,2.0,9.0,0.827380514727,3.24681421377e-05,0.00011465228210314376
SEC11A,2.0,7.0,0.808227543079,3.24922203794e-05,0.00011468956024048788
KPNA2,2.0,14.0,0.8461931786,3.26973337136e-05,0.00011536555098115182
SRP19,-2.0,5.0,-0.914892911847,3.29238170581e-05,0.00011611634772825918
FBXL14,2.0,20.0,0.626374879451,3.30193768993e-05,0.00011640496876983735
CDK18,2.0,17.0,0.914185613407,3.30465229911e-05,0.00011645226755747286
HMGA1,2.0,8.0,1.17278533713,3.31316149513e-05,0.00011670363705008022
EIF2B4,2.0,5.0,0.717779950055,3.34317361378e-05,0.00011771190781269807
TMEM79,2.0,25.0,0.626210052225,3.34686602555e-05,0.00011774416270730259
TUBGCP5,-2.0,8.0,-0.846038564269,3.34548576553e-05,0.00011774416270730259
TOR3A,2.0,14.0,0.564099446557,3.35661852343e-05,0.0001180383014746998
ARAF,2.0,8.0,0.783693769289,3.39822881992e-05,0.00011945203833634406
NRF1,2.0,16.0,0.346561606179,3.41894886706e-05,0.00012013058943815682
C3orf58,2.0,14.0,0.885754234422,3.4318522074e-05,0.00012053403901918966
ZNF704,2.0,28.0,0.908543650966,3.43713339896e-05,0.00012066955914719074
LRRC41,2.0,13.0,0.737686796752,3.44269346853e-05,0.00012081475382751512
LRRC27,2.0,7.0,0.932036112949,3.45156999464e-05,0.00012107616498966405
OTUD5,2.0,8.0,0.716172482065,3.46494418632e-05,0.00012149506650838699
ZNF217,2.0,19.0,0.601009128229,3.4856557278e-05,0.00012217079290567014
SHROOM3,2.0,7.0,1.41175767698,3.52202988918e-05,0.00012339470268489747
YARS2,2.0,13.0,0.603720039304,3.53737904174e-05,0.00012388129245265584
TIRAP,2.0,7.0,0.901802779158,3.56553480352e-05,0.00012481579118221278
SLC35B3,2.0,10.0,0.728577127042,3.57613055201e-05,0.00012513506329275869
IDH3B,2.0,12.0,0.690970961418,3.58596339061e-05,0.0001254273875428918
ARRB1,2.0,21.0,0.724766089879,3.59563845106e-05,0.00012571395441828269
EIF4A2,2.0,33.0,0.476619787953,3.63419363723e-05,0.00012700960210524522
KIF13A,2.0,17.0,0.664737578749,3.63775317687e-05,0.00012702932254516952
CNDP2,-2.0,7.0,-0.990126997563,3.63730854002e-05,0.00012702932254516952
FAN1,-2.0,9.0,-0.714995273816,3.66255686797e-05,0.00012784282861762268
TRIM13,-2.0,7.0,-0.910314013031,3.67427341856e-05,0.00012819904210705044
LRP8,2.0,8.0,1.48714335376,3.67857161349e-05,0.00012829623530267534
PAPD7,2.0,17.0,0.573943563003,3.70393131229e-05,0.00012912760127760256
LONRF1,-2.0,22.0,-0.712606273614,3.74087590241e-05,0.00013036199426562882
TOMM40,2.0,6.0,1.07028648016,3.75915911199e-05,0.0001308915746631233
RBM19,2.0,5.0,0.936387670692,3.7588802314e-05,0.0001308915746631233
ATAT1,2.0,11.0,0.858142817451,3.79719284597e-05,0.00013216163200459292
ABTB2,2.0,8.0,1.61946362571,3.80434285366e-05,0.00013235617754217422
AP4M1,2.0,6.0,0.881054190293,3.82168084968e-05,0.00013290486661345142
PIGG,2.0,12.0,0.617853550556,3.87008546421e-05,0.00013453305289922896
ELL,2.0,12.0,0.619615057784,3.87815083713e-05,0.0001347343931521405
RCOR1,2.0,5.0,0.994777755625,3.87905432772e-05,0.0001347343931521405
AGFG2,2.0,6.0,1.35057105914,3.90531534176e-05,0.00013559101403512838
RIMS3,2.0,17.0,1.41848576344,3.96310414973e-05,0.0001375411186498048
OLA1,2.0,7.0,0.88755835207,4.02497183733e-05,0.00013963112934236243
SMCHD1,2.0,5.0,1.19945253486,4.04346926794e-05,0.00014015817871144254
SLC26A1,2.0,12.0,1.18770920243,4.04299300567e-05,0.00014015817871144254
ZNF573,2.0,15.0,0.836883250394,4.0480318944e-05,0.00014025901359610197
KLHL9,2.0,7.0,0.990508116863,4.12938685869e-05,0.00014301943379104229
DNAJB9,2.0,8.0,0.945851391975,4.13201158924e-05,0.00014305192775487561
SEC24B,-2.0,5.0,-0.837460202179,4.14397189781e-05,0.00014340746486002126
TMC7,2.0,6.0,1.62254395353,4.17891372768e-05,0.00014455769265180193
KIAA0040,2.0,15.0,0.867166914793,4.20771866801e-05,0.00014543893215388594
ZSCAN5A,2.0,7.0,1.19123793257,4.20781819743e-05,0.00014543893215388594
C1orf216,2.0,12.0,0.747043375884,4.21363789821e-05,0.0001455807602957719
SLC4A2,2.0,14.0,0.747173641441,4.23893995225e-05,0.00014639531219471819
JUND,2.0,10.0,0.881780288688,4.27020612563e-05,0.00014741509303060218
RPP40,2.0,13.0,0.795511492881,4.28425373991e-05,0.00014783987071571785
SYPL1,2.0,6.0,0.932932124026,4.29785824357e-05,0.00014824901838940383
FZD4,2.0,14.0,0.922608380825,4.30555689607e-05,0.00014845420159524412
DNTTIP1,2.0,16.0,0.58205097717,4.31005494993e-05,0.00014854890729493162
SH3GLB1,2.0,5.0,0.814516587022,4.31248126312e-05,0.00014857216114461149
CEP164,2.0,5.0,1.01736072457,4.31824200093e-05,0.00014871022595180602
TNRC6C,2.0,11.0,1.0386160387,4.3838533559e-05,0.00015090845846078179
FAM217B,2.0,20.0,0.657203045645,4.41290302317e-05,0.00015184682938153822
GPATCH2,2.0,18.0,0.566990762805,4.42211159693e-05,0.00015210198931548424
MRPL24,2.0,22.0,0.582787144378,4.44851878068e-05,0.0001529482622526833
MARS2,2.0,7.0,0.856666063265,4.48514680126e-05,0.00015414511818604372
FUT10,-2.0,14.0,-0.86245311288,4.49627076152e-05,0.00015446483839287053
SRD5A1,2.0,17.0,0.831233230351,4.5032280373e-05,0.00015464121543483207
ZBTB8OS,2.0,9.0,0.756859174772,4.52059145292e-05,0.00015517465278693958
CD47,2.0,9.0,0.950647596856,4.54730726856e-05,0.00015602856088966561
TMEM186,2.0,5.0,0.96306477126,4.55077063691e-05,0.00015608425613518654
RCL1,-2.0,6.0,-0.929115282353,4.55261660527e-05,0.00015608445451062805
MSH2,2.0,5.0,1.07905963602,4.55929384592e-05,0.00015625022384287948
ZNF546,2.0,14.0,0.943628709085,4.61282243287e-05,0.00015802083956204983
TRIM44,2.0,6.0,0.851469551764,4.62519544881e-05,0.00015838073393949293
DTYMK,2.0,7.0,0.927840432433,4.66209753714e-05,0.00015957994878938419
ZSWIM3,2.0,16.0,0.667677839879,4.67854305644e-05,0.0001600782662553763
MINOS1,2.0,5.0,1.09032406287,4.7035177417e-05,0.00016086789308524614
EPHX2,-2.0,21.0,-0.936596795053,4.72216108338e-05,0.00016144042849343415
EIF2B3,2.0,9.0,0.648092996079,4.79306542584e-05,0.00016373250480037661
RIPK4,2.0,5.0,1.64022699388,4.79247446631e-05,0.00016373250480037661
UAP1,2.0,21.0,0.512606108416,4.85534510734e-05,0.00016579322544452166
ZFAND3,2.0,10.0,0.522275082292,4.90007629657e-05,0.00016725330844074524
BIRC2,2.0,10.0,0.750392434862,4.96878133201e-05,0.00016953018205184559
REEP5,-2.0,5.0,-1.03845900031,4.98392365157e-05,0.00016997844958832126
UPF3A,-2.0,6.0,-1.05127816005,5.01065754455e-05,0.00017082153252762669
ALKBH6,2.0,13.0,0.74725780708,5.01389110865e-05,0.00017086309515299664
NCCRP1,2.0,17.0,2.2390007966,5.02378412606e-05,0.0001711314737237395
STK32C,2.0,7.0,1.68542911995,5.07174832951e-05,0.00017267393615211016
RAB3IP,2.0,10.0,0.88633734011,5.07313662923e-05,0.00017267393615211016
TJP1,-2.0,10.0,-0.718717420537,5.10309917418e-05,0.00017362409625095078
RAB20,2.0,10.0,0.964510498879,5.11023878828e-05,0.00017372763688246773
WSB1,2.0,6.0,0.902646430028,5.10920237478e-05,0.00017372763688246773
EDEM3,2.0,17.0,0.687512206893,5.158596305e-05,0.00017530133757609235
SKP2,2.0,14.0,0.84814739056,5.16950452941e-05,0.00017560167167974833
SLC35E3,2.0,9.0,0.847481197251,5.17654085952e-05,0.00017577029451732834
REM2,2.0,6.0,1.68800845884,5.18477234249e-05,0.00017597934777497141
CHD7,2.0,25.0,0.792553639328,5.18803110873e-05,0.00017601951945715353
DENND3,2.0,72.0,0.449961545522,5.20579899671e-05,0.00017655172766919115
DNM1L,2.0,13.0,0.558075826633,5.22232114548e-05,0.00017704127880072541
MED28,2.0,7.0,0.878487101791,5.27548614026e-05,0.00017877216716614058
UIMC1,2.0,5.0,0.76727833756,5.30620535859e-05,0.00017974134924729176
DPF1,2.0,16.0,1.49283369687,5.32205665461e-05,0.00018017841233745126
AP1G2,2.0,6.0,1.11225879768,5.32335653522e-05,0.00018017841233745126
STK4,2.0,15.0,0.529876480321,5.35156767778e-05,0.0001810610173231421
COPS6,2.0,6.0,0.875286521591,5.45534976281e-05,0.0001844987108777399
CD2BP2,2.0,5.0,0.739579807889,5.50076358276e-05,0.00018588998569071287
TANC2,2.0,18.0,1.13761126705,5.50087083334e-05,0.00018588998569071287
UBOX5,2.0,11.0,0.693030943134,5.50644496077e-05,0.0001860042459469634
NRM,2.0,11.0,0.965599813848,5.50972307366e-05,0.00018604088817992891
CHAD,2.0,13.0,2.29009722918,5.54078082707e-05,0.00018701513320804169
TMEM91,2.0,5.0,1.46053350236,5.54327119384e-05,0.00018702476637278106
SNX17,2.0,5.0,0.705654908589,5.55832261632e-05,0.00018745802159698429
C5orf28,2.0,7.0,1.01072661832,5.60802999378e-05,0.00018905926234979732
TP53INP1,2.0,41.0,0.578286385902,5.6674407757e-05,0.00019092070877270784
ZNF346,2.0,5.0,0.840735795923,5.66774752051e-05,0.00019092070877270784
DYNLRB1,2.0,12.0,0.729172678212,5.6935946893e-05,0.00019171524475850902
ITGB1BP1,2.0,6.0,0.855220221953,5.70548531899e-05,0.00019203939077658285
KLHL8,-2.0,5.0,-1.00880977219,5.72390085392e-05,0.00019258281254639105
CPEB2,2.0,6.0,1.33929563377,5.75377602222e-05,0.00019351121419707376
DAXX,2.0,6.0,0.683275548707,5.77497346672e-05,0.00019414714603539196
PACSIN2,-2.0,8.0,-0.759363331629,5.80301854767e-05,0.00019501269144755722
HMGCLL1,2.0,5.0,3.69304530544,5.80553596727e-05,0.0001950200240570215
SLC9A8,2.0,18.0,0.618288830167,5.82326839291e-05,0.00019546087261051914
MIA3,2.0,19.0,0.558213599868,5.82201138306e-05,0.00019546087261051914
CYCS,2.0,6.0,1.16723353564,5.86167130789e-05,0.0001966720570945586
ERCC5,2.0,8.0,1.07884922015,5.88519832558e-05,0.00019738336179331216
SLC30A5,-2.0,9.0,-0.642483243522,5.88814544305e-05,0.00019740414880601751
VAMP1,2.0,16.0,0.837429252567,5.89979157827e-05,0.00019771644475267034
KIAA1468,-2.0,8.0,-0.808396544346,5.92758212655e-05,0.00019856931910516314
USP1,2.0,8.0,0.97470217429,5.955571461e-05,0.00019942817659756196
PARD3,2.0,7.0,0.971786822529,5.96618434288e-05,0.0001997047182173597
EXOC2,-2.0,6.0,-1.12985340908,5.97362136587e-05,0.00019987477879810297
WDR26,2.0,17.0,0.425278258061,6.03425392531e-05,0.00020182390297516603
NECAP1,2.0,11.0,0.66548860604,6.07159964335e-05,0.00020299293722865551
KLHL26,2.0,13.0,0.674903586643,6.07943184168e-05,0.0002031747079634256
DNAJC21,2.0,11.0,0.593120852834,6.10575303523e-05,0.00020397399466256659
TCFL5,2.0,23.0,0.58609521922,6.10908786508e-05,0.00020400505225043772
GPRC5C,2.0,12.0,1.50448237783,6.13338228129e-05,0.00020473572809883936
FAM195B,2.0,12.0,0.764510556137,6.14561430223e-05,0.00020506333796816695
CARD14,2.0,12.0,1.10962613412,6.18914436309e-05,0.00020643461458003223
KIRREL2,2.0,14.0,2.32649502712,6.19782798087e-05,0.00020664299109175805
PDE11A,2.0,13.0,1.90907869066,6.20952948501e-05,0.00020692924745907126
IRF6,2.0,13.0,0.849577060646,6.21129290298e-05,0.00020692924745907126
GNA12,2.0,5.0,0.852874530883,6.24478781253e-05,0.00020796344807953016
PODXL,2.0,18.0,0.900899475069,6.24730670994e-05,0.000207965680980023
WDR20,2.0,5.0,0.729632173771,6.29473710836e-05,0.00020946237800355288
TMEM238,2.0,7.0,1.61033728433,6.31274386945e-05,0.00020997919019880067
ST8SIA1,2.0,10.0,1.85653720692,6.37895850483e-05,0.00021209849485673583
CEP104,2.0,5.0,0.825412046562,6.41324385366e-05,0.0002131549152302829
PPARA,-2.0,12.0,-0.930192157222,6.42435508623e-05,0.00021344057908895402
TOMM40L,2.0,20.0,0.545118554241,6.42747250274e-05,0.00021346053942133562
TTPAL,2.0,12.0,0.631493672087,6.43642854269e-05,0.00021367431271653508
RELT,2.0,16.0,0.813478151887,6.44403221372e-05,0.00021384304083252084
PPP1R3D,2.0,20.0,0.648293895937,6.46256947617e-05,0.00021437432263147842
EXO1,2.0,21.0,0.813697650806,6.5281334908e-05,0.00021646453584442797
GDI1,2.0,11.0,0.658382769064,6.5384458706e-05,0.00021670302638173331
BEND7,2.0,9.0,1.56543089295,6.54043559935e-05,0.00021670302638173331
COQ7,2.0,6.0,0.802023663297,6.57970688393e-05,0.00021791906985341904
ALDOC,2.0,9.0,2.02172288079,6.66015567397e-05,0.00022049742555280206
TMEM9,2.0,16.0,0.577322366219,6.72218734476e-05,0.00022239841003311513
TMC6,2.0,11.0,0.927712546726,6.72281918563e-05,0.00022239841003311513
ANKAR,2.0,11.0,0.873498237866,6.72823208751e-05,0.00022240399285357684
UCK2,2.0,17.0,0.536677711671,6.7271932374e-05,0.00022240399285357684
HAT1,2.0,8.0,0.738793936417,6.79478502414e-05,0.00022451642608018461
ARMC8,2.0,13.0,0.42396847626,6.80054118093e-05,0.00022461912109297558
ZNF768,2.0,5.0,0.919889595102,6.80454068947e-05,0.00022466373736117386
RPS3,2.0,20.0,0.77850091266,6.84327472408e-05,0.00022585469342277192
DDX27,2.0,15.0,0.57658528618,6.87040586069e-05,0.0002265738044727479
ARMC10,2.0,6.0,0.850531871917,6.87032798006e-05,0.0002265738044727479
MDM1,2.0,9.0,0.905256636437,6.8959422927e-05,0.00022732756520265165
RALGAPB,2.0,13.0,0.595316862107,6.90452201976e-05,0.00022752197269455655
IL1RAP,2.0,31.0,0.667895392644,6.92613463481e-05,0.00022814552999010485
BICD1,2.0,11.0,1.11731386058,7.0298568802e-05,0.00023147222848560401
PROCA1,2.0,9.0,1.37924717877,7.0345336261e-05,0.00023153633766620924
FKBP1A,2.0,11.0,0.648732276049,7.1159001769e-05,0.00023410468618123939
FBXO16,-2.0,21.0,-1.09357780388,7.11808518818e-05,0.00023410468618123939
